UYEISYERI_ID_MASK,mcc,district_id
84772594,5960,61
84772601,5411,123
84772604,5411,115
84812401,5411,50
84879472,5411,79
84879473,5411,82
84914426,5691,115
84914511,5411,17
85001474,5541,100
85038455,5045,4
85141511,5411,60
85179465,5812,17
85273503,5045,50
85348356,5541,77
85348440,8062,96
85425391,7538,12
85537447,5691,2
85606418,5541,81
85606422,5541,77
85606434,5541,60
85606443,5411,123
85647386,5541,38
85647509,5541,53
85647510,5541,42
85689541,5942,4
85689550,5541,115
85736479,5411,87
85736487,5541,15
85736498,5541,1
85776378,5541,82
85776442,5541,84
85893355,5541,88
85893382,5541,121
85893470,5960,17
85893485,5691,115
85929468,5541,1
85976457,5661,121
85976458,5960,115
85976558,5541,160
86023490,5541,60
86023510,5541,123
86083409,5411,121
86083410,5411,77
86083411,5411,4
86160457,5541,61
86160524,5541,4
86160529,5411,42
86160552,5411,61
86216447,5691,4
86216510,5541,123
86287338,5969,50
86392426,5541,160
86472429,5691,121
86530430,8062,34
86530492,5691,59
86530512,5960,59
86591371,5960,59
86646385,5960,61
86646386,5960,61
86681346,5411,31
86723350,5942,17
86828382,5541,77
86828501,5691,77
86907408,5541,81
86935393,5691,70
86971347,5691,115
86971606,5942,160
87013416,5942,115
87013419,5942,2
87013421,5942,63
87013457,5942,121
87055415,5411,50
87055416,5411,59
87095624,5960,9
87233450,5411,160
87233487,5999,115
87327346,5691,115
87327435,5691,33
87430381,8062,100
87430394,5411,65
87471416,5661,65
87511520,5411,141
87620454,5732,65
87620459,5977,65
87686545,5732,63
87727398,5411,82
87818421,5411,160
87887557,5691,61
87920550,5661,65
87953443,5411,160
87953491,5541,115
87953616,5691,65
88026470,5411,65
88026566,5541,4
88085582,5691,65
88085583,5691,141
88085590,5960,61
88207538,5691,63
88261475,5999,82
88261495,5411,88
88301421,5411,61
88301589,5499,59
88333583,5691,100
88425411,3047,34
88425522,5411,160
88458514,5541,79
88489581,5691,115
88489582,5691,34
88489615,5941,59
88616512,5411,42
88654507,5499,9
88654596,5411,160
88654669,5411,63
88796483,5411,61
88796489,5411,12
88796570,5411,60
88796571,5411,86
88996489,5691,50
88996490,5691,50
88996491,5691,115
88996496,5691,115
88996499,5691,50
88996504,5691,33
88996529,5691,59
88996540,5691,84
88996541,5691,50
88996550,5691,33
88996551,5691,50
88996552,5691,115
88996565,5691,59
88996568,5691,34
88996573,5691,50
88996574,5691,115
88996575,5691,115
88996580,5691,59
88996586,5691,34
88996587,5691,17
88996589,5691,84
88996594,5691,50
88996596,5691,115
88996597,5691,115
88996602,5691,59
88996619,5691,34
88996620,5691,115
88996621,5691,84
88996625,5691,50
88996628,5691,115
88996642,5691,59
88996655,5691,34
88996656,5691,115
88996657,5691,84
88996658,5691,4
88996676,5691,115
88996679,5691,59
88996684,5691,50
88996685,5691,115
88996689,5691,59
88996691,5691,34
88996694,5691,50
89072393,5411,120
89103499,5732,77
89103617,5691,4
89141428,5411,12
89141508,5200,120
89141511,5411,63
89171370,5541,12
89205401,5541,87
89205478,5960,115
89205479,6300,33
89392907,5411,4
89392912,5411,31
89393117,5941,115
89457480,5411,123
89494462,5411,42
89609389,5411,160
89609469,5411,63
89609482,5641,96
89640429,5200,31
89640433,5641,65
89640436,5641,160
89640442,5641,121
89710400,5411,123
89710452,5691,65
89818401,5411,82
89818403,5411,82
89818423,5718,121
89849365,5411,120
89887634,4812,17
89887635,4812,17
89920458,5411,77
90009352,5411,31
90043348,5499,82
90043445,5541,1
90144607,3047,34
90200404,5411,160
90234452,5411,86
90234455,5411,82
90305421,5977,115
90305583,5200,81
90334470,5411,120
90334532,5977,115
90400358,5411,17
90400452,5691,84
90480515,5411,77
90480539,5411,79
90480540,5411,88
90480541,5411,100
90480542,5411,121
90480544,5411,34
90480549,5411,86
90480551,5411,84
90480553,5411,34
90516406,5812,4
90542432,5541,121
90542460,5411,115
90598589,5411,59
90598591,5691,121
90666460,5411,50
90666461,5411,50
90666486,5411,81
90666514,5541,100
90847611,5977,50
90903608,5411,63
90903611,5691,63
90995481,5661,81
91022350,5541,84
91022439,5941,86
91061646,5411,77
91094427,5499,115
91094591,5691,81
91184496,5977,4
91184599,5411,60
91249446,5411,100
91282627,5499,70
91282763,5541,12
91282802,5411,59
91310514,5541,42
91310644,5541,50
91364424,5950,50
91364474,5411,33
91397358,5411,100
91397509,5661,77
91397543,5691,77
91397648,5691,77
91431435,5411,115
91431537,5411,82
91431561,5411,115
91431717,5718,63
91431751,5941,77
91467364,5814,115
91467365,5814,60
91502729,5812,63
91502731,5712,70
91556525,5411,88
91588682,5411,160
91626856,5718,84
91664549,5661,65
91780340,5732,70
91804615,5411,120
91804804,5691,77
91853350,5691,115
91853391,5691,50
91853403,5691,4
91919530,5499,123
91919531,5499,123
91986384,5661,77
92001532,5814,77
92060473,5411,120
92152658,5691,50
92249532,5641,84
92283724,5691,77
92377447,5691,120
92377727,5941,77
92446475,5411,121
92490585,5411,160
92490659,5411,4
92490661,5411,50
92523802,5977,63
92587519,5411,100
92621858,5411,100
92666423,5977,160
92666570,5718,61
92705433,5691,42
92705646,5541,2
92743468,5411,9
92895597,5211,42
92895716,5732,65
92895735,5977,115
93041522,5411,33
93041603,5732,70
93041705,5691,115
93254462,5411,1
93289345,6300,33
93289398,5712,63
93289525,5691,50
93363476,5691,17
93400360,5411,61
93424401,5691,70
93424472,7832,61
93424517,5977,115
93424518,5977,115
93465447,5977,100
93498477,5499,96
93498490,5691,70
93539531,5941,70
93570397,5691,4
93570463,5541,121
93570516,5691,70
93631477,5691,70
93631479,5691,70
93631481,5691,70
93631482,5691,70
93666370,5732,70
93666489,5411,115
93702430,5814,70
93702550,5691,70
93741610,5691,70
93773395,5977,65
93773456,5411,81
93810352,5691,115
93834443,5732,65
93872479,6300,50
93872490,5691,50
93872495,5691,4
93947422,5411,88
93947447,5661,70
94006360,5945,65
94006361,5945,70
94044409,5661,70
94077621,5945,70
94118459,5411,63
94149400,5691,4
94149406,5411,81
94149484,5812,77
94210426,5541,121
94210515,5411,12
94243444,5691,70
94243455,5941,70
94243494,5691,70
94243495,5691,77
94243545,5691,70
94243553,5722,70
94243559,7399,86
94243587,5950,70
94243621,5499,77
94279400,5941,70
94279417,5732,70
94279467,5661,70
94279509,5941,70
94279519,5691,70
94314405,5691,4
94314412,5661,70
94314464,5718,70
94345471,5661,70
94345479,5691,70
94345528,5411,81
94345568,5977,70
94345645,5661,70
94403406,5621,70
94403542,5411,65
94403545,5941,70
94403548,5942,70
94439523,5977,61
94475391,5541,160
94643331,8043,70
94686338,7523,63
94686378,5411,87
94686446,7538,63
94686488,5499,38
94721398,5977,50
94793390,8062,63
94793454,5950,121
94829451,5691,70
94829462,5691,65
94829463,5718,115
95000386,5912,4
95034488,5541,65
95034521,5814,50
95034593,5411,120
95034677,5411,1
95034678,5411,34
95070519,5411,120
95070838,5691,65
95070902,5411,17
95070929,5411,121
95070930,5411,60
95070931,5411,121
95070932,5411,77
95070933,5411,121
95070934,5411,42
95070935,5411,60
95070938,5411,77
95070941,5411,120
95070942,5411,81
95070945,5411,79
95070946,5411,120
95070947,5411,12
95070948,5411,77
95070949,5411,81
95070950,5411,77
95070951,5411,121
95070952,5411,121
95070953,5411,53
95070959,5411,121
95102891,5977,65
95162475,5499,100
95239391,5411,59
95239392,5411,1
95276466,5411,121
95276486,5977,115
95276487,5977,77
95403477,5411,87
95525386,5541,77
95525423,5541,63
95590498,5814,160
95590528,5411,63
95630371,5691,121
95630462,5499,100
95667416,5691,121
95948469,5411,88
95993497,5411,60
95993529,8062,100
96093199,5499,121
96093200,5499,88
96093201,5499,88
96126466,5411,82
96126467,5411,12
96209409,5718,160
96209483,5411,100
96244443,5541,1
96244777,5541,82
96429483,5499,123
96529490,5942,65
96563481,5977,123
96563494,5499,96
96644542,5499,4
96738383,5541,79
96785472,5941,84
96882433,5661,65
96882475,5411,70
96882482,5411,17
96882507,5411,87
97004450,5977,50
97067419,5411,4
97067420,5411,84
97102483,5411,50
97229448,6300,84
97229451,5999,98
97293462,5977,115
97329616,5960,17
97418508,5541,61
97418529,5691,79
97493385,5691,63
97518433,5691,115
97518442,5411,17
97556475,5691,9
97645590,5691,115
97688443,5411,63
97790392,5411,42
97790395,5411,63
97790397,5411,63
97790399,5411,115
97790402,5411,70
97790403,5732,70
97790408,5411,2
97790423,5411,96
97790456,8062,33
97827353,5641,70
97827454,5541,79
97827485,5691,115
97893416,5661,160
97893510,5411,100
97992433,5533,63
97992570,5541,50
98066488,5691,81
98115337,5977,123
98115338,5977,63
98115339,5977,61
98115409,5411,96
98115423,5411,65
98115424,5411,96
98115452,5941,70
98115490,5411,31
98115492,5411,81
98115511,5691,120
98151532,5691,59
98218424,8062,88
98218484,5661,34
98379351,5812,53
98379482,5411,123
98379483,5411,65
98446480,6300,17
98482428,5732,2
98482541,5691,4
98519437,5691,81
98519453,5541,123
98519466,5977,115
98519535,5691,34
98519566,5950,65
98567431,5691,81
98567484,5977,81
98702536,5411,120
98740390,5499,100
98740423,5718,4
98740508,5691,81
98821339,5462,82
98878453,5732,33
98910487,5691,2
98946631,5941,81
99007415,5691,70
99039513,5691,12
99039514,5691,115
99039524,5691,81
99039584,5718,81
99039585,5718,65
99039593,5977,34
99123471,5411,61
99229382,5691,81
99229515,5941,81
99229551,5945,81
99229565,5691,81
99229594,5541,9
99229598,5691,81
99263336,5977,121
99263450,5691,50
99263506,5411,9
99263573,7523,65
99263574,7523,65
99302428,5691,50
99334400,5941,81
99334438,5960,17
99394379,5411,59
99394542,5691,50
99394543,5942,63
99394582,5977,50
99394598,5411,61
99428508,5945,50
99428510,5977,50
99501455,5411,65
99543397,5718,50
99543399,5411,121
99576411,5411,2
99576519,5691,70
99612513,5977,17
99612624,5045,123
99653526,5661,79
99653577,7011,65
99653578,7011,65
99788365,5411,98
99788436,5411,70
99896435,5411,34
99896565,5977,9
99930389,5411,86
100034420,5411,96
100034452,5411,123
100034480,5411,70
100034490,5411,123
100119546,5411,160
100208526,5411,34
100208609,5691,115
100244434,5411,77
100244443,5411,121
100244488,5411,160
100297477,5691,70
100329421,5941,63
100329427,5691,50
100392470,5411,38
100537504,5691,65
100579368,5411,1
100579375,5411,82
100579376,5411,70
100579377,5411,123
100579380,5411,82
100579382,5411,82
100579383,5411,121
100579384,5411,42
100579386,5411,34
100579388,5411,121
100579389,5411,100
100579391,5411,121
100579393,5411,121
100603491,5814,4
100647599,5732,33
100686535,5691,70
100724535,5977,4
100825430,5541,31
100825503,5411,160
100863554,5411,59
100899358,5641,63
100937533,5977,160
101033456,7299,17
101145484,5541,17
101188430,5541,100
101222465,5812,17
101284448,5541,160
101321412,5411,84
101358388,5411,9
101358394,5411,38
101402396,5411,121
101402536,5541,42
101434602,5499,115
101434603,5499,123
101434604,5499,123
101434608,5499,12
101554416,5411,1
101554417,5941,81
101691448,5691,4
101691473,5943,50
101790368,5912,4
101790390,5411,63
101825394,5541,2
101825423,5691,17
101825425,5691,115
101864511,5691,70
101897519,5541,61
101946477,5411,61
101946503,5641,100
101984379,5411,121
101984447,5499,61
102159439,5541,96
102196395,5691,81
102231387,5411,77
102305359,5691,34
102364418,5814,4
102435518,5691,4
102699351,5411,100
102868513,5411,82
102868546,5411,79
102903389,5411,50
102903390,5411,4
102903392,5411,4
102903393,5411,61
102903417,5541,65
102903453,5411,50
102903455,5411,63
102903457,5411,63
102974400,5411,96
102974404,6300,115
102974405,6300,115
103004590,5691,115
103060411,5541,34
103060426,5691,77
103094501,5411,79
103094529,5691,81
103135396,5411,53
103135463,5411,31
103181394,5691,33
103212398,5812,4
103212425,5462,63
103212431,5411,63
103212446,5691,115
103212447,5691,82
103212449,5691,65
103212499,5661,120
103243385,5411,88
103304616,5691,1
103304617,5691,120
103304618,5691,61
103338344,5541,121
103338443,5691,120
103338466,5499,115
103338482,5499,84
103338490,5691,160
103410399,5732,60
103410514,5691,63
103457366,5661,120
103494339,5411,77
103535463,5941,50
103535479,5411,1
103614483,5411,86
103843359,5812,50
103843403,5411,160
103843421,5411,96
103843422,5411,115
103843423,5499,59
103843433,5691,115
103892427,5541,160
103979227,5541,86
104019496,5977,120
104055373,5411,50
104127366,5411,100
104171392,5411,17
104171454,5411,96
104209468,5411,50
104284368,5691,42
104284369,5691,120
104310358,5691,63
104310389,5411,65
104310401,5411,123
104310463,5411,34
104351365,5732,115
104393488,5499,50
104443429,5691,70
104548424,5691,50
104548437,5691,120
104585390,5411,63
104585528,5641,42
104634354,5691,4
104634556,5977,42
104680397,5411,38
104777445,5691,38
104854458,5691,42
104854471,5661,70
104974352,5977,82
104974402,5411,63
104974403,5411,12
104974529,4722,121
105015743,5814,42
105068448,5691,63
105118381,5977,70
105118485,5691,88
105118535,5732,42
105158788,5691,34
105203359,5411,77
105203477,8062,4
105243413,5499,81
105243431,5691,42
105243433,5691,120
105243781,5411,34
105315418,5641,4
105315451,5941,88
105315458,5691,42
105361423,5661,120
105400350,5945,65
105400351,5945,120
105449373,5942,42
105449374,5718,42
105449405,5541,50
105449422,5691,120
105449474,5691,115
105449498,5541,12
105509490,5661,115
105600544,6363,17
105600602,5411,96
105644343,5691,115
105644610,5732,60
105683458,5411,63
105683637,5411,15
105797439,5691,81
105797445,5411,38
105797500,5691,115
105797502,5691,65
105797545,5814,121
105797621,5691,50
105834396,5732,17
105834434,5691,50
105834435,5691,2
105834690,5411,70
105834913,5912,160
105834946,5541,141
105878421,5541,88
105878522,5641,65
105984346,5691,59
106119336,5411,38
106119414,5541,65
106208357,5411,88
106208381,5411,120
106319446,5691,17
106319512,5691,88
106509388,5977,50
106543373,5411,81
106543374,5411,81
106543402,5661,17
106543487,5960,115
106543488,5960,115
106670715,5960,115
106670878,5977,88
106713330,5541,120
106713381,5691,63
106713390,5722,4
106713396,5977,42
106713428,5691,88
106713471,5661,53
106765334,5541,77
106805407,5411,160
106805408,5411,88
106805410,5411,60
106805411,5411,81
106805412,5411,34
106805413,5411,50
106805414,5411,42
106805415,5411,121
106805417,5411,50
106805418,5411,82
106805419,5411,84
106805420,5411,84
106805421,5411,2
106805422,5411,160
106805423,5411,123
106805424,5411,123
106805425,5411,50
106805426,5411,50
106805427,5411,115
106805429,5411,121
106805430,5411,17
106805431,5411,84
106805443,5661,88
106805446,5541,34
106951564,5541,65
106951589,5411,59
106951606,5691,70
106951607,5541,70
106991384,5691,88
106991385,5718,53
106991386,5411,96
106991418,5661,88
106991493,5691,42
106991540,5691,88
107045559,5499,81
107094495,5691,53
107140417,5411,61
107140418,5411,17
107140419,5411,4
107140420,5411,50
107199383,5411,60
107199388,5691,88
107199416,5941,65
107199417,5411,63
107199418,5411,96
107247587,5691,50
107247592,5641,115
107247697,5718,88
107297347,5812,115
107346475,5999,120
107401434,5691,63
107468573,5621,50
107524574,5661,81
107568440,5941,63
107618579,5411,60
107656366,5541,96
107708425,5411,77
107906353,5411,42
107906401,5411,60
107906402,5411,42
107906403,5411,88
107906404,5411,1
107906405,5411,88
107906406,5411,88
107906407,5411,120
107906408,5411,88
107906409,5411,42
107906410,5411,42
107974441,5200,34
107974443,5411,4
108009445,5541,160
108050401,5999,81
108050427,5691,60
108099406,5533,160
108141437,5511,4
108141453,5411,61
108196397,5691,53
108196448,5411,120
108281464,5541,4
108363350,8062,9
108422472,5691,61
108422511,5411,77
108422513,5691,77
108461337,5411,123
108461472,5411,60
108496476,5411,4
108548394,5411,63
108648463,5691,88
108699510,5411,59
108890407,5691,82
108890453,5945,42
108967388,5732,82
108967484,5621,120
109016631,5732,115
109057506,5691,123
109115457,5411,50
109115458,5411,50
109115473,5411,60
109115523,5411,38
109154456,5411,50
109191430,5691,50
109191495,5691,34
109191510,5691,33
109191511,5691,120
109239336,5411,61
109239428,5411,42
109239603,5977,70
109274538,5732,34
109334442,5691,115
109334484,5541,31
109334530,5411,98
109334582,5541,38
109408421,5411,2
109408444,5411,50
109512470,5691,120
109512489,5691,115
109574489,5691,123
109574492,5691,33
109574517,5541,42
109619332,5411,63
109619582,5992,123
109619600,5977,17
109708447,5691,34
109708448,5691,61
109756368,5541,34
109756554,5411,115
109818478,5691,34
109818499,5691,34
109818501,5691,34
109818502,5691,34
109818503,5691,34
109818504,5691,34
109818505,5691,34
109856462,5812,61
109856512,5541,17
109894344,5977,34
109894635,5691,2
109981761,5691,4
109981790,5813,33
110044558,5977,33
110044563,5411,141
110084366,5661,17
110084419,5411,34
110084504,5950,34
110084568,5942,50
110119349,5977,115
110119391,5411,77
110119512,5541,77
110168477,5691,17
110206512,5691,34
110206522,5411,65
110341363,5732,63
110341372,5411,81
110407334,5691,100
110407574,5541,61
110407683,5732,34
110407740,5691,34
110444441,5691,115
110444443,5691,34
110444527,5661,34
110491361,5732,34
110491363,5691,34
110491546,5941,34
110491569,5950,34
110533388,5691,34
110533557,5661,34
110533675,5541,60
110533716,5411,115
110533718,5661,34
110533726,5691,34
110533747,5977,34
110596458,5941,34
110596465,5941,34
110596481,5691,34
110596526,5541,63
110596529,5945,34
110596557,5941,34
110596571,5411,65
110596599,5691,63
110641413,5941,34
110641523,5661,34
110641566,5977,34
110641603,5691,34
110641604,5691,34
110675541,5411,160
110675579,5541,100
110774376,5541,31
110774452,5691,60
110774535,5691,34
110774554,5691,34
110918507,5499,38
110958333,5691,34
110994582,5691,50
111049350,5621,115
111049578,5411,160
111088374,5411,12
111088521,5411,77
111124347,5691,34
111124420,4722,50
111161402,5732,31
111197518,5691,115
111197519,5691,17
111197521,5691,59
111197522,5691,70
111197523,5691,34
111197524,5691,88
111197525,5691,61
111197526,5941,50
111197527,5691,160
111247367,5941,34
111247384,5691,81
111247483,5812,34
111285430,9399,123
111285432,9399,100
111285556,9399,123
111285851,9399,123
111285964,9399,100
111286514,5945,2
111326579,5533,53
111368356,5977,4
111405414,5691,115
111458507,5411,88
111496508,5411,111
111542398,5691,96
111542462,5411,4
111617610,5499,70
111734482,5411,123
111811477,5691,63
111811544,4511,34
111853515,5411,141
111886491,5541,65
111886505,5411,60
112030377,5977,121
112030497,5691,121
112161420,5541,82
112161547,4722,65
112266344,5411,87
112427509,5691,100
112497360,5411,86
112730423,5541,160
113001452,5411,86
113042617,5411,9
113073404,5499,17
113073527,5411,31
113073541,5691,115
113129358,5411,160
113129368,5691,86
113129369,5691,2
113129373,5411,87
113165488,5411,100
113865395,5411,84
115366408,5661,63
115366681,5977,34
116811330,5691,50
116848479,5411,77
116848576,5541,87
116892342,5691,88
116892644,5541,115
116963389,5691,123
117090887,5411,38
117091073,5960,17
117139567,5411,42
117203502,5960,63
117203516,5960,63
117203541,5942,34
117310330,5941,50
117310331,5941,63
117310332,5941,70
117421591,5411,65
117500446,5411,82
117500510,5732,121
117538471,5541,59
117538505,5411,115
117728462,5411,121
117728497,5499,121
117765345,5691,141
117765444,5691,33
117805374,5691,82
118066390,4722,84
118066479,5541,1
118066481,5941,115
118177388,5411,121
118395402,5691,34
118395530,5411,160
118446389,5411,1
118506416,5411,120
118506423,5691,34
118506425,5691,4
118522426,5541,31
118585359,7399,115
118682391,5691,42
118682392,5691,42
118682395,5691,42
118682397,5691,42
118682450,5691,115
118718352,5977,82
118718353,5977,61
118718449,5411,50
118718525,5661,121
118756381,5411,63
118756397,5541,160
118792429,5411,15
118792508,5691,50
118792518,5499,84
118852465,5942,121
118889383,5691,63
118889437,5411,60
118927502,5691,121
118927506,5942,88
119057404,5691,121
119057405,5691,79
119057506,5541,60
119057521,5732,121
119093345,5661,121
119093392,5941,121
119093459,5691,65
119093464,5411,79
119213341,5977,81
119213416,5977,121
119281405,5411,77
119281440,5691,88
119332525,5541,50
119332538,5411,123
119332540,5691,121
119371382,5641,42
119555348,5941,121
119555402,5992,123
119555412,5691,121
119727479,5411,1
119799396,5814,42
119855385,5499,96
119855483,5691,88
120669422,5691,115
120669433,5732,1
120712416,5691,42
120754358,5411,53
120754359,5812,2
120754484,5691,1
120754493,5999,115
120754517,5691,88
120859401,5999,160
120859403,5960,63
120988421,5691,121
120988423,5411,81
120988437,5718,121
121032393,5691,115
121811430,5691,65
121811432,5691,96
121957507,5691,100
122025341,5411,100
122025363,5950,120
122086361,5691,121
122086461,5411,86
122086462,5411,121
122154546,5691,65
122233387,5691,63
122301536,5411,141
122301649,5960,9
122467335,5814,121
122467341,5411,53
122467377,5718,121
122467409,5411,96
122513392,5411,100
122576405,5411,115
122576421,5722,53
122639342,5411,82
122804423,5661,61
122891376,5411,123
122891424,5411,42
122891425,5411,60
122946534,5499,53
122946556,5499,88
122946558,5499,2
122946559,5499,121
122946563,5499,59
122946564,5499,123
122946566,5499,88
122946567,5499,100
122946569,5499,88
122946574,5499,59
122946582,5499,121
122946584,5499,79
122946585,5499,81
122946586,5499,81
122946587,5499,121
122946588,5499,59
122946589,5499,123
122946591,5499,123
122946592,5499,121
122946596,5499,121
122946597,5499,121
122946601,5499,115
122946602,5499,88
122946604,5499,121
122946605,5499,100
122946606,5499,120
122946607,5499,100
122946613,5499,88
122946614,5499,53
122946616,5499,81
122946617,5499,60
122946620,5499,121
122969353,5499,115
122969355,5499,60
123017472,5411,100
123057346,5977,61
123136469,5411,63
123136498,5691,50
123136505,5718,59
123218533,5732,115
123454153,7399,82
123454235,5411,115
123495073,5499,50
123495076,5411,115
123495105,5977,160
123558638,7399,82
123647525,5912,70
123698460,5411,12
123698461,5541,42
123698537,5411,42
123827331,5411,141
123827332,5411,42
123827345,5411,53
123901463,5977,33
123957353,5411,63
123957360,5977,81
123957363,5977,63
123957392,5541,86
124111451,5499,120
124178371,5411,2
124178438,5499,63
124297454,5541,42
124404353,5411,79
124404357,5411,70
124404358,5411,70
124404360,5411,70
124404361,5411,70
124404423,5541,61
124533368,5411,87
124533459,5411,60
124533461,5411,50
124690364,5977,88
124690373,5691,34
124755340,5942,61
124755376,5411,120
124755455,5541,38
124811444,5977,34
124908489,5499,120
124999399,5411,96
125058489,5411,2
125110442,5812,115
125157467,5411,70
125334357,5411,79
125334454,5411,31
125334472,5999,88
125387429,5411,88
125443435,5541,115
125443455,5411,60
125443470,5411,61
125483329,5499,50
125560418,5411,42
125605460,5411,96
125711367,5977,12
125711446,5814,70
125711515,5411,9
125711520,5411,9
125997373,5411,100
126056367,5732,63
126056368,5732,77
126106415,5944,98
126365379,8062,100
126365485,5499,121
126433432,5499,88
126559366,5814,86
126604415,5541,87
126604423,5411,131
126604449,5411,38
126604489,5411,42
126647465,5732,50
126699357,5411,86
126699469,5411,123
126763395,5541,120
126763398,5541,121
126763399,5541,120
126856334,5411,60
126856335,5411,63
126856377,5499,81
126856431,5411,65
126856451,5411,160
126962345,5814,77
126962457,5541,100
127011401,5411,160
127011437,5631,17
127011498,5977,63
127076337,5691,61
127156430,5411,120
127156431,5411,42
127156433,5411,120
127156452,5691,63
127156504,5977,61
127243402,5691,63
127243403,5691,63
127243405,5691,63
127243407,5691,63
127243408,5691,63
127243428,5541,100
127243661,5661,81
127293349,5691,12
127293466,5661,115
127474438,5541,2
127474446,5411,34
127525371,5533,63
127525460,5411,12
127525468,5411,123
127525470,5411,17
127525506,5641,63
127626478,5499,123
127626480,5499,79
127671426,5499,115
127671427,5499,121
127671469,8043,63
127738364,5960,17
127856464,5641,96
127907462,5661,100
127956514,5411,65
128025445,5499,12
128104375,4814,17
128104395,5977,100
128197418,5732,65
128197499,5499,84
128197500,5499,123
128197518,5411,84
128489560,5499,86
128611360,7299,115
128611458,5641,77
128659440,5691,63
128718329,5411,63
128718347,5691,115
128718433,5411,61
128762369,5411,31
128762396,5641,115
128762434,5942,115
128762485,5411,79
128864508,5411,63
128864510,5411,63
128990351,5941,70
128990402,5411,34
128990507,5977,63
128990531,5732,63
128990541,5814,63
129050444,5814,63
129097355,5499,123
129097358,5200,123
129176427,5691,63
129176511,5718,63
129176553,5541,70
129176556,5541,1
129262443,5691,77
129262471,5977,115
129336353,5411,96
129336522,5691,50
129364342,5411,100
129415344,5541,17
129415434,5945,42
129415476,5411,60
129415477,5411,121
129487476,5111,4
129487542,5541,42
129615364,5941,160
129663423,5691,115
129719540,5812,115
129719542,5812,63
129901404,5691,63
129901496,5812,115
129901516,5812,34
129901534,5718,115
129954408,5691,115
129954432,5541,81
130017391,5411,9
130017396,5411,9
130017398,5411,9
130017400,5411,9
130062433,5499,82
130062557,5411,82
130139350,5411,9
130215551,5411,50
130294346,5411,65
130294658,5912,96
130343427,5499,63
130343548,5977,34
130343563,5411,120
130421374,5977,88
130473436,5411,121
130473461,5977,115
130525388,5691,4
130582463,5912,1
130582510,5541,160
130696336,5691,42
131101462,5661,70
131101575,5411,81
131159470,5541,65
131240362,5718,123
131240584,5499,88
131240594,5411,59
131240624,5541,123
131370363,5691,4
131370405,5411,60
131370469,5948,77
131370492,5691,160
131370525,5411,86
131370526,5718,70
131426434,5541,60
131426531,5541,121
131612375,5691,9
131697365,5691,82
131697531,5411,77
131846405,5541,61
131846448,5661,86
131960444,5977,50
131960447,5977,50
132019464,5411,111
132019603,5541,50
132136447,5411,61
132136474,5499,120
132136476,5499,100
132217452,5411,77
132217453,5411,115
132217455,5411,123
132217456,5411,81
132217457,5411,115
132217458,5411,123
132217459,5411,77
132217460,5411,59
132217461,5411,34
132217462,5411,59
132217464,5411,77
132217465,5411,79
132217467,5411,1
132217469,5411,82
132217470,5411,42
132217472,5411,77
132217473,5411,82
132217474,5411,115
132217475,5411,59
132217476,5411,121
132217477,5411,50
132217480,5411,61
132217486,5411,12
132217487,5411,17
132217489,5411,4
132217491,5411,1
132217494,5411,61
132217495,5411,61
132217496,5411,160
132217500,5411,121
132361526,5541,79
132361568,8299,50
132415440,5411,100
132482427,5814,50
132482428,5814,121
132482500,5411,100
132482523,5691,12
132542450,5691,96
132542475,5411,4
132542497,5691,115
132657468,5411,17
132839495,5411,70
132839536,5411,53
132925343,5691,4
132925499,5541,100
132970403,5814,50
132970432,5977,50
132970505,5411,86
133080389,5718,12
133080408,5411,81
133135370,3047,34
133135379,3047,34
133242437,5411,59
133242447,5941,115
133289342,4814,17
133289516,5411,160
133537358,5411,34
133861405,5942,115
133861424,5621,81
133861507,5411,63
133914364,5732,120
133914484,5541,50
133991394,5691,33
133991400,5411,63
133991403,5411,121
133991405,5411,120
133991406,5411,121
133991409,5411,88
134042401,5411,31
134042448,5691,81
134113408,5411,42
134113438,5411,82
134113446,5411,86
134113507,5411,96
134148448,5541,88
134187525,5541,81
134267448,5411,53
134315374,5411,63
134315376,5411,60
134365371,5411,42
134416342,8699,88
134416461,5411,4
134458341,4812,17
134458510,5718,160
134538462,5411,160
134597362,5541,38
134650503,5499,121
134705469,5411,60
134705474,5411,121
134759436,5541,4
134759437,5541,65
134903389,5541,121
135000335,5541,9
135000434,5732,77
135067417,5499,65
135067423,5499,63
135125357,5691,38
135125381,5499,61
135125427,3047,34
135179477,5541,60
135348395,5541,120
135348427,5411,81
135348447,5691,70
135348472,5411,59
135348474,5541,50
135459555,5691,65
135589350,5499,123
135623432,5499,100
135770374,5912,42
135770568,5541,33
135770595,5941,33
135823389,8062,77
135823434,5812,70
135823708,5691,70
135867351,5541,121
135957442,5960,115
136054371,5499,60
136732338,5541,17
136732493,5977,84
136799416,5499,63
136799425,5411,88
136901373,5722,63
136901381,5722,141
136987410,5661,12
137030466,5691,81
137110373,5499,96
137110391,5977,123
137159442,5732,120
137217414,5945,50
137263349,5411,82
137263381,5411,86
137310449,5411,79
137310508,5411,4
137400599,5411,123
137454493,5999,81
137509400,5499,82
137566383,5411,60
137566601,5977,34
137566604,5977,42
137701381,5611,88
137701600,5411,59
137764461,5812,50
137764507,5411,100
137764508,5411,88
137816467,5812,34
137816492,5691,34
137816495,5641,34
137816500,5691,120
137881498,5812,34
137934445,5977,121
137934478,5411,1
138012395,5541,59
138012480,5691,120
138012484,5411,77
