description,mcc,category_name,description,,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,8062,Hastaneler,"Bu MCC altında sınıflandırılan i_yerleri, te_his hizmetleri, cerrahi dahil di_er tedavi hizmetlerini verirler. Hasta ve yaralılar için devamlı bakıcılık hizmetleri bu MCC altında de_erlendirilir. Psikiyatri ve akıl hastaneleri,çocuk hastaneleri ve do_umevleri dahildir.Hayvan klinikleri ve hastaneleri için MCC 742 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,8071,Tıp ve Di_ Laboratuarları,"Bu MCC altında sınıflandırılan i_yerleri, tıp ve di_ uzmanlarına ve doktorlar veya di_ hekimleri tarafından sevk edilen hastalara hizmet verir. Bu MCC biyolojik tahlil, kan tahlili, idrar tahlili, X-ı_ını, bakteriyolojik tahlil ve diagnostik tahlil yapan laboratuarları kapsar. Di_ laboratuarları protez, yapay di_, kuron ve köprü yapan ve özel ortodonti cihazları üreten kurulu_ları kapsar.",,,,,,,,,,,,,,,,,,,,,,
 09 - SA_LIK/SA_LIK ÜRÜNLER_/KOZMET_K,8099,Tıbbi Hizmetler ve Pratisyenler (Ba_ka Yerde Sınıflandırılmayan),"Bu MCC altında sınıflandırılan i_yerleri, daha uygun bir MCC ile tanımlanamayan tıp uzmanlarını kapsar. Fizik tedavi uzmanları, mesleki terapistler, psikologlar, kan bankaları, tüp bebek klinikleri, ba_ımlılık tedavi merkezleri, duyma testi klinikleri, saç ekim klinikleri ve spor tedavi klinikleri bu MCC altında yer almaktadır.",,,,,,,,,,,,,,,,,,,,,,
 10 - YEMEK,5811,Catering _irketleri,"Bu MCC altında sınıflandırılan i_yerleri tüketim amaçlı yiyecek, içecek hazırlamak ve teslim etmek (genellikle belirli bir yere) üzere sözle_me yaparlar. Temizlik hizmeti, yemek servis ekipmanları sa_lama, masanın hazırlanması, servis ve temizlik için eleman da sa_layabilirler. Bazı restoranlar da aynı zamanda catering hizmetleri sunabilir. __yerinin asıl faaliyeti restoran i_letmek ise MCC 5812 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 10 - YEMEK,5812,Yemek Yerleri ve Restoranlar,"Bu MCC altında sınıflandırılan i_yerleri hemen tüketilmek üzere içecek ve yiyecek hazırlarlar. Aynı zamanda catering hizmeti verebilirler. Masalarda garsonlarla yiyecek servisi yaparlar.Fast food satan i_yerleri için MCC 5814, tüketim için alkollü içecekler satan i_yerleri için MCC 5813 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 10 - YEMEK,5814,Fast Food Dükkanları,"Bu MCC altında sınıflandırılan i_yerleri i_yerinin bünyesinde veya paket olarak anında tüketilmek üzere hazır yiyecek ve içecekler satarlar. Bu i_leri arabaya ve masalara servis yapabilirler veya yapmayabilirler.Ödemeler kasada veya arabaya servis penceresinde yapılır. Fast food restoranları kafe, kafeterya, kahve satı_ı yapan dükkanları, pizzacıları, sandviç satı_ı yapan dükkanları kapsamaktadır. Bu i_yerleri genellikle alkollü içecek satmazlar.",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5131,"Parça Mallar, Tuhafiye ve Di_er Kuru Mallar","Bu MCC altında sınıflandırılan i_yerleri parça malların ve kuru mamüllerin  toptan satı_ını yaparlar. Bu ürünler  tülbent, perdelik kuma_, cam elyafı dokumaları, fermuarlar,metreyle satılan do_al ya da insan yapımı elyaflar, kemer ve kemer tokası montaj kitleri, dü_meler, örgü ve dantel dokumalar, kurdele, diki_ aksesuarları, iplik ve süslemeleri içermektedir. ",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5137,"Erkek, Bayan ve Çocuk Üniformaları ve Ticari Giysiler","Bu MCC altında sınıflandırılan i_yerleri, erkekler, bayanlar ve çocuklar için ticari i_ kıyafetleri ve üniformaların toptan satıcılarıdır. Bu ürünlere  mezuniyet kepleri ve cüppeleri, ayakkabılar, spor/rekreasyon üniformaları(bale, karete ve futbol gibi), özel ya da dini okul üniformaları, i_ üniformaları dahildir. Toptan ayakkabı satıcıları için MCC 5139,  kıyafet ve aksesuarların preakende  satı_ını yapan i_yerleri için uygun olan MCC kodu kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5139,Ayakkabıcılar (Ticari),"Bu MCC altında sınıflandırılan i_ yerleri, spor ayakkabılarını da içeren ticari ayakkabı ve botların toptan satıcılarıdır. Ayakkabı satan perakendeciler için MCC 5661 kullanılmalıdır. ",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5611,Erkek ve Erkek Çocuk Giysi ve Aksesuar  Dükkanları,Bu MCC altında sınıflandırılan i_yerleri erkek ve erkek çocuklar için hazır giyim e_yası ve aksesuarlar satar. Bu MCC'ye kravat ve _apka dükkanları da dahildir.,,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5621,Bayan Hazır Giyim Dükkanları,"Bu MCC altında sınıflandırılan i_yerleri bayanlar için hazır giyim e_yası ve aksesuarları satar. Bu MCC'ye bayan ceketleri, takımları ve elbiseleri, gelinlik ve hamile giysileri satan dükkanları da dahildir.",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5631,Bayan Aksesuarları ve Özel Giyim Ma_azaları,"Bu MCC altında sınıflandırılan i_yerleri bayanlar için giyim e_yası aksesuarları satar. Bu MCC'ye çantalar, _apkalar, kostüm mücevherleri, e_arplar, kemerler, saç tokaları ve çemberleri, iç giyim ve çorap satan i_yerleri de dahildir.",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5641,Çocuk ve Bebek Giyim Ma_azaları,"Bu MCC altında sınıflandırılan i_yerleri bebe ve çocuk giyim, mobilya ve aksesuar satarlar.",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5651,Aile Giyim Ma_azaları,"Bu MCC altında sınıflandırılan i_yerleri erkek, bayan ve çocuk giyim, mobilya ve aksesuarları belli bir cinsiyet veya ya_ grubuna ayırmadan satarlar. Kot pantolon satan i_yerleri ve unisex satı_ yapan yerler bu MCC'ye dahildir.",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5655,Spor ve Bincilik Kıyafetleri Ma_azaları,"Bu MCC altında sınıflandırılan i_yerleri spor ve binicilik kıyafetleri satar. Bu MCC binicilik kıyafetleri, motokros ve motosiklet kıyafetleri konusunda uzmanla_an i_yerlerini kapsar. Bu i_yerleri aynı zamanda spor ayakkabı ve binicilik çizmeleri de satabilirler. ",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5661,Ayakkabı Ma_azaları,"Bu MCC altında sınıflandırılan i_yerleri spor ayakkabılar da dahil olmak üzere erkek,bayan ve çocuk ayakkabıları satar. Bu i_yerleri genellikle kısıtlı sayıda sırt çantası,çorap,ayakkabı malzemeleri, ayakkabı cilası,eldiven ve kılıf da satabilir.",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5681,Kürkçü ve Kürk Ma_azaları,"Bu MCC adı altında sınıflandırılan i_yerleri esas olarak palto,ceket, _apka ve eldiven gibi hayvan kürklerinden yapılmı_ malzemelerin perakende satı_ıyla ilgilenirler.",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5691,Erkek ve Kadın Giyim Ma_azaları,Bu MCC altında sınıflandırılan i_yerleri esas olarak erkek ve bayan giyim ve aksesuarların perakende satı_ını yaparlar. Bu i_yerleri bebek ve çocuk kıyafetleri satmazlar.,,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5697,Terziler ,"Bu MCC altında sınıflandırılan i_yerleri tadilat, düzeltme ve elbise onarımı hizmetlerinin yanı sıra özel dikim giyim e_yası da  satarlar. Bu MCC, antik kıyafet onarımı ve kostüm yapımında uzmanla_an i_yerlerini kapsar.",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5698,Peruk Dükkanları,"Bu MCC altında sınıflandırılan i_yerleri erkek ve bayanlar için posti_ler,peruklar, saç parçaları, kaynaklar satarlar veya saç ekme hizmeti sunarlar. Cerrahi teknikleri(örn. saç tamponları) gerektiren saç nakli hizmeti sunan i_yerleri için MCC 8099  kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5699,Muhtelif  Giyim ve Aksesuar  Ma_azaları,"Bu MCC adı altında sınıflandırılan i_yerleri ba_ka yerde sınıflandırılmayan uzmanla_mı_ bir dizi giyim e_yası(Kürk hariç) ve aksesuarlar satarlar. Bu MCC ya_murluk, ti_ört, resmi kıyafetler ve yüzme kıyafetleri satan i_yerlerini kapsar. Asıl faaliyet olarak  kürk satan i_yerleri MCC 5681 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5941,Spor Malzemeleri Ma_azaları,"Bu MCC altında sınıflandırılan i_yerleri spor kıyafetleri, spor malzemeleri, ilgili parçalar ve aksesuarlar satarlar. Bu i_yerleri kaykay dükkanları, paten dükkanları, sörf tahtası dükkanları, golf ma_azaları, su kaya_ı ma_azaları, kar kaya_ı dükkanları, rüzgar sörfü dükkanları, olta ve balıkçı malzemeleri dükkanları, aletli ve aletsiz dalı_ dükkanlarını kapsar. Bu MCC gezi, yürüyü_ ve da_cılık e_yaları, bilardo masaları, paten, tenis malzemeleri, alı_tırma malzemeleri, kamp malzemeleri, bowling malzemeleri ve gereçleri, avcılık malzeme ve gereçleri, oyun alanı malzemelerini kapsar.Tamir ve kiralama hizmetleri sunabilirler.Asıl faaliyeti  tamir hizmeti olan i_yerleri içim MCCC 7699,asıl faaliyeti spor malzemeleri kiralamak olan i_yerleri için MCC 7999 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5948,Bavul ve Deri E_ya Dükkanları,"Bu MCC altında sınıflandırılan i_yerleri bavul, sandık, evrak çantası, deri sırt çantaları, cüzdan, eldivenler ve di_er deri e_yaların perakende satı_ını yaparlar. Bu i_yerleri aynı zamanda sınırlı seçenekte deri kıyafetlerde satabilirler.",,,,,,,,,,,,,,,,,,,,,,
 11 - G_Y_M VE AKSESUAR,5949,"Kuma_, Diki_ ve Nakı_ Malzemeleri ","Bu MCC altında sınıflandırılan i_yerleri kuma_, kalıp model, iplik ve di_er diki_/nakı_ gereçlerinin (örn. iplik, dü_me, çıtçıt, astar,dantel, ba_cık, makas ve fermuar) perakende satı_ını yaparlar. Bu i_yerleri diki_ dersleri ve e_itimi sunabilir. Asıl faaliyeti diki_ e_itimi sunmak olan i_yerleri için MCC 8299 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 12 - MARKET VE ALI_VER__ MERKEZLER_,5300,Toptancı Ma_azalar,"Bu MCC altında sınıflandırılan i_yerleri genelde fiyat öncelikli olarak temel özellikli(ek özellikleri olmayan ve dolayısıyla ucuz) ürünleri satmaya odaklanan toptan satı_ yapan ma_azalardır.Alı_veri_ yapabilmek için üye olma _artı arayabilirler. Ev malzemeleri ve aletleri, ofis malzemeleri ve ekipmanları, ihtiyaç malzemeleri, ofis mobilyları, elektronik e_ya ve otomotiv parçaları satabilirler.",,,,,,,,,,,,,,,,,,,,,,
 12 - MARKET VE ALI_VER__ MERKEZLER_,5309,Duty Free Ma_azaları,Bu MCC altında sınıflandırılan i_yerleri alkollü içki ve mücevher gibi vergiden muaf çok çe_itli hediyelik ve ithal ürünlerin satı_ını yaparlar. Bu i_yerleri genelde havaalanlarında ve otellerde bulunur.,,,,,,,,,,,,,,,,,,,,,,
 12 - MARKET VE ALI_VER__ MERKEZLER_,5310,_ndirim  Ma_azaları,"Bu MCC altında sınıflandırılan i_ yerleri genel kapsamlı ürünleri dü_ük fiyat sunarak satarlar. Ürünler giyim, ev e_yası, ev mobilyası, ki_isel bakım ürünleri ve elektronik e_yaları içerebilir. Bu i_ yerleri dü_ük fiyatların reklam ve promosyonunu yaparlar.Bu i_yerleri tipik olarak açıkhavada satı_ yapabilirler ve sürekli olarak indirimle ilgili duyurular yaparlar. Yurtiçinde internet üzerinden fırsat ürünü ve indirim kuponu satı_ı yapan firmalar için bu MCC kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 12 - MARKET VE ALI_VER__ MERKEZLER_,5311,Çok Reyonlu Ma_azalar (Department  Stores),"Bu MCC altında sınıflandırılan i_ yerleri genel kapsamlı olarak giyim, ev mobilyası, mobilya, elektronik e_yalar, kozmetik, ev aletleri ve büyük ev gereçlerinin satı_ını yaparlar. Bu dükkanlarda kendilerine ait ayrı kasa bölümleri olan departmanlar vardır. ",,,,,,,,,,,,,,,,,,,,,,
 12 - MARKET VE ALI_VER__ MERKEZLER_,5331,_ndirim  Dükkanları,Bu MCC altında sınıflandırılan i_ yerleri de_i_ik kategorilerde ancak sınırlı  adette ürünlerin dü_ük  fiyat aralı_ında satı_ını yaparlar. Bu ma_azalarda genelde departmanlar yoktur ve dı_arıya kargo vs. ile gönderim yapmazlar. _ndirim ma_azalarında satılanlara benzer ürünler satarlar ancak çok daha küçük ölçekte faaliyet gösterirler.,,,,,,,,,,,,,,,,,,,,,,
 12 - MARKET VE ALI_VER__ MERKEZLER_,5399,Muhtelif  Genel Ürünler,"Bu MCC altında sınıflandırılan i_ yerleri genel kapsamlı olarak giyim, ev mobilyası, mobilya, elektronik e_yalar, kozmetik, ev aletleri satı_ını yaparlar. Bu dükkanlarda kendilerine ait ayrı kasa bölümleri olan departmanlar vardır. Sıklıkla mü_terilerine açtıkları kredi hesabı ile veresiye alı_veri_ imkanı sunarlar, ürün teslimatı yaparlar ve açık stok bulundururlar. Bu i_ yerleri Çok Reyonlu Ma_azalar ile aynı tip ürünleri satarlar fakat daha küçük çapta çalı_ırlar.",,,,,,,,,,,,,,,,,,,,,,
 12 - MARKET VE ALI_VER__ MERKEZLER_,5411,Bakkallar   ve Süpermarketler,"Bu MCC altında sınıflandırılan i_ yerleri ev tüketimine yönelik gıda ürünlerinin satı_ını yaparlar. Self servis bakkallar, et ürünleri ve süt ürünleri de dahil olmak üzere tüm dayanıksız gıda ürünleri satı_ı satarlar. Buna ek olarak konserve, dondurulmu_, paketli, kuru gıda, çe_itleri limitli ev ürünleri, ki_isel hijyen ürünleri, kozmetikler, tebrik kartları, kitaplar, dergilerin de satı_ını yaparlar. Bu i_ yerleri aynı zamanda _arküteri, eczane, çiçekçi, et tezgahı gibi market-içi departmanları da i_letebilirler. Tipik olarak çok amaçlı dükkanlar olarak bilinen ve sınırlı çe_itte ürün veya parçaların satı_ını yapan i_yerleri için MCC 5499 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 13 - MOB_LYA VE DEKORASYON,5021,Büro  ve Ticari Mobilya,"Bu MCC altında sınıflandırılan i_yerleri toptan mobilya imalatçıları ve/veya da_ıtıcılarıdır. Bu MCC'ye ofis masa, sandalye, dolap, bölme, raf ve ilgili malzemeleri, restoran masa ve sandalyeleri, park ve bina mobilyaları, kilise ve okul sıraları, tiyatro koltukları dahildir. Hastane ekimpanları ve  mobilyaları (yatak gibi) üreten ve satan toptancılar için MCC 5047 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 13 - MOB_LYA VE DEKORASYON,5099,Dayanıklı Tüketim Malları (Ba_ka Yerde Sınıflandırılmayan),"Bu MCC altında sınıflandırılan i_yerleri yangın söndürücüleri, ate_li silahlar, havagazı lambaları, anıtlar ve abidelerin yazılarını hazırlayanlar , müzik kasetleri, kaba kereste ürünleri, odun yongaları, elektrikli tabelalar haricindeki tabelalar, müzik enstrümanları ve valiz toptancılarını kapsar. Elektrikli tabela toptan satı_ distribütörleri için MCC 5065 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 13 - MOB_LYA VE DEKORASYON,5712,"Mobilya,Ev Mefru_at  ve Gereçleri Ma_azaları  - Elektrikli Aletler Dı_ında -","Bu MCC altında sınıflandırılan i_yerleri ev mobilyaları ve genellikle ev için hazır mobilya ürünleri ve aksesuarları satar. Bu MCC kategorisine dahil olan i_yerleri; yatak takımı veya yatak, yemek ve oturma odası mobilyaları, veranda mobilyaları, bebek odası takımları, lambalar, halılar ve perdeler. Ev mefru_atları ma_azaları sınırlı sayıda televizyon ve radyo gibi elektronik e_yalar da sunabilirler, ancak asıl olarak di_er ev mobilyaları e_yalarını satarlar. Asıl faaliyet olarak elektronik e_yalar satan i_yerleri MCC 5732 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 13 - MOB_LYA VE DEKORASYON,5713,Yer Kaplama Ma_azaları,"Bu MCC altında sınıflandırılan i_yerleri halı,kilim, yer fayansı, mu_amba, ta_, ah_ap ve kiremit gibi yer kaplama malzemelerinin perakende satıcılarıdırlar. Bu i_yerleri aynı zamanda dö_eme hizmeti de verebilir. __yeri yalnızca dö_eme hizmetlerini yürütüyorsa MCC 1799 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 13 - MOB_LYA VE DEKORASYON,5714,"Kuma_çılık, Pencere Kaplama ve Dö_emecilik Ma_azaları","Bu MCC altında sınıflandırılan i_yerleri örtüler,perdeler, jaluzi, güne_lik ve dö_eme malzemeleri satar. Esas faaliyet olarak mobilya kaplayan ve/veya tamir eden i_yerleri için MCC 7641 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 13 - MOB_LYA VE DEKORASYON,5718,"_ömine, _ömine Kafesi ve Aksesuarları Dükkanları","Bu MCC altında sınıflandırılan i_yerleri _ömine, odun sobaları, _ömine aletleri ve kafesleri gibi _ömine parçaları, ve aksesuarları satarlar. _ömine in_a eden ta_ dö_eme müteahhitleri için MCC 1740 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 13 - MOB_LYA VE DEKORASYON,5719,Muhtelif  Ev Mefru_at E_yaları Spesiyalite Dükkanları,"Bu MCC altında sınıflandırılan i_yerleri ev e_yaları,çatal bıçak takımları, yatak takımları ve çar_afları, lambalar ve abajurlar, ayna ve resimler, çanak çömlek ve seramik e_yalar gibi çok çe_itli ev mefru_at e_yaları satarlar. Esas faaliyet olarak cam ve kristal e_yalar satan i_yerleri için MCC 5950 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 13 - MOB_LYA VE DEKORASYON,5950,Cam ve Kristal E_ya Dükkanları,"Bu MCC altında sınıflandırılan i_yerleri yemek masasında kullanmak üzere(örn. _arap ve _ampanya bardakları, servis kaseleri ve tabaklar) cam, porselen, çini ve kristal e_yalar ve hediyelik e_yalar (örn. biblolar, kitap ayraçları, vazolar, mücevher kutuları ve mumluklar) satarlar.",,,,,,,,,,,,,,,,,,,,,,
" 14 - ELEKTR_K-ELEKTRON_K E_YA, B_LG_SAYAR",4816,Bilgisayar Network ve Bilgi Servisleri,"Bu MCC altında sınıflandırılan i_yerleri bilgisayar a_ları,bili_im hizmetleri ve di_er online hizmetleri (e-mail,elektronik bülten panelleri,web hosting  ve internet eri_imi  gibi ) sa_layıcısıdırlar. _nternet üzerinden ürün/hizmet sunan i_yerleri için ürün veya hizmet en iyi tanımlayan MCC seçilmeli ve kullanılmalıdır. Sesli cevaplanan hatlar (ruhsal destek hatları) ve video cevaplı hizmetler için (chat siteleri) MCC 5967 kullanılmalıdır. Bilgisayar programcılı_ı ve veri i_leme ile ilgili olarak ise MCC 7372 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
" 14 - ELEKTR_K-ELEKTRON_K E_YA, B_LG_SAYAR",5045,"Bilgisayar, Bilgisayar Donanım ve Yazılım","Bu MCC altında sınıflandırılan i_yerleri, bilgisayar donanımı, yazılımı ve ilgili ekipmanların toptan satı_ distribütörleridir. Bu MCC bilgisayar monitörleri, disk sürücüleri, kablolar, klavyeler, yazıcılar, tarayıcılar, modemler, bilgisayar programları ve ilgili aksesuar ve ekipmanların toptan satıcılarını kapsar. Bu i_yerleri aynı zamanda bilgisayarlarla kullanılmak üzere özel olarak tasarlanmı_ bilgisayar masaları veya di_er mobilya ürünlerini de satabilirler.Aynı zamanda tamir hizmeti verebilir veya vermeyebilirler.__yeri esas olarak bilgisayar mobilyası satıyorsa MCC 5021,   esas i_i tamir hizmeti vermekse MCC 7379 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
" 14 - ELEKTR_K-ELEKTRON_K E_YA, B_LG_SAYAR",5065,Elektrikli Parçalar ve Ekipman,"Bu MCC altında sınıflandırılan i_yerleri elektrikli parçalar ve komünikasyon donanımının toptan satı_ distribütörleridir. Bu MCC elektronik bobinler, kapasitörler, elektronik kondenserler, diyotlar, yarı iletken cihazlar, hoparlör ça_rı sistemi ekipmanı ve elektrikli tabelaların satı_ını yapan toptan satıcıları kapsar.Perakende olarak  mü_terilere elektronik ekipman satı_ı yapan i_yerleri için MCC 5732 ,  telefon ve ça_rı cihazı gibi telekomünikasyon donanımı satı_ı yapan i_yerleri için MCC 4812 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
" 14 - ELEKTR_K-ELEKTRON_K E_YA, B_LG_SAYAR",5722,Elektrikli Ev Aletleri  Dükkanları,"Bu MCC altında sınıflandırılan i_yerleri gazlı ya da elektrikli ocaklar ve fırınlar, buzdolapları , bula_ık makineleri, su ısıtıcıları, çama_ır makineleri ve kurutucuları, çöp ö_ütücüler, diki_ makineleri, klima üniteleri ve elektrikli süpürgeler gibi elektrikli ev e_yalarını satarlar. Bu i_yerleri tamir hizmetleri de verebilirler. Asıl faaliyet olarak tamir hizmeti sunan i_yerleri için tamirat MCC'lerinden (MCC 7623, MCC 7629 veya MCC 7699) uygun olan  kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
" 14 - ELEKTR_K-ELEKTRON_K E_YA, B_LG_SAYAR",5732,Elektronik E_ya Dükkanları,"Bu MCC altında sınıflandırılan i_yerleri televizyon, video, video kamera ve ses sistemleri gibi çe_itli elektronik e_yalar satarlar. Bu kategorideki i_yerleri aynı zamanda tamir, yapım ve montaj için elektronik parça ve aksesuar satabilir ya da elektronik e_yaların montajını yapabilirler. Bu kategorideki i_yerleri onarım hizmetleri de verebilirler. __yeri esas faaliyet olarak tamir hizmetlerini yürütüyorsa MCC 7622  kullanılmalıdır.  Esas faliyet olarak çama_ır makineleri, kurutucular, buzdolapları ve benzeri aletleri satan i_yerleri için ise MCC 5722 kullanılmalıdır. ",,,,,,,,,,,,,,,,,,,,,,
" 14 - ELEKTR_K-ELEKTRON_K E_YA, B_LG_SAYAR",5734,Bilgisayar Yazılım Ma_azaları,"Bu MCC altında sınıflandırılan i_yerleri i_ ve ki_isel kullanım için bilgisayar yazılım programları satarlar. Buna ek olarak, kısıtlı sayıda bilgisayar donanımı ya da ilgili ürünleri satabilir ve ya kiralayabilirler. __yerinin asıl faaliyeti bilgisayar donanımları ya da di_er elektronik ürünleri satmak ya da kiralamaksa  MCC 5732 kullanılmalıdır. Bilgi i_lem ya da danı_ma hizmetleri sunan i_yerleri için ise MCC 7372 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
" 14 - ELEKTR_K-ELEKTRON_K E_YA, B_LG_SAYAR",5946,Kamera ve Foto_raf  Gereçleri Dükkanları,"Bu MCC altında sınıflandırılan i_yerleri kamera, film, video gereçleri, i_leme kimyasalları ve ka_ıtlar gibi di_er foto_raf gereçlerini satarlar. Bu i_yerleri genellikle di_er çe_it elektronik aletleri satmazlar. Aynı zamanda foto_rafçılık i_lemlerini de yürütebilirlerKamera ve video aletleri ve di_er çe_itli elektronik aletleri satan i_yerleri ( örn. video, televizyon ve ses sistemleri)  için MCC 5732 kullanılmalıdır. Asıl faaliyet konusu foto_rafçılık ve baskı hizmetlerini ise  MCC 7395 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
" 14 - ELEKTR_K-ELEKTRON_K E_YA, B_LG_SAYAR",7379,"Bilgisayar Bakım, Tamir ve Hizmetleri  -Ba_ka Yerde Sınıflandırılmayan","Bu MCC altında sınıflandırılan i_yerleri; sözle_meli veya ücretli olarak bilgisayar danı_manlı_ı, veri tabanı geli_tirme, bilgisayar bakımı ve tamiri, kaset ve disket dönü_türme hizmetleri, bilgisayar gereksinimleri analizi gibi bilgisayarla ilgili hizmetler verirler. Bilgisayar donanım, yazılım ve ilgili ekipmanların toptan satı_ distribütörleriniiçin MCC 5045 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 15 - TELEKOMÜN_KASYON,4812,Telekomünikasyon Cihazları ve Telefon Satı_ları,"Bu MCC altında sınıflandırılan i_yerleri telefonlar, faks cihazları, mesaj cihazları, cep telefonları ve telekomünikasyon ile ilgili di_er cihazları satarlar. Telekomünikasyon yayın süresini temsil eden i_lemler için MCC 4814 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
