merchant_id,mcc,district_id,cnt,amnt,Y,X,BUFF_DIST,Shopping,TrvlDest,TrnsHub,AutoSvc,Business,CommSvc,EduInst,Entrtn,FinInst,Hospital,MajHwys,MiscCategory,Parking,ParkRec,RailRds,Restaurant,SecHwys,POI_sum,POI_diversity
27605193,5541,0,343,30256.11,40.856,29.29159,200,3,1,0,3,1,0,2,0,2,0,26,0,0,2,1,4,28,73,1.62870642
27707977,5411,0,171,11255.01,40.76339153,29.89073329,200,2,0,0,0,0,0,3,0,0,0,30,0,0,1,2,1,34,73,1.167163484
27649528,5541,0,366,59319.8,41.06372,28.78754,200,20,0,0,0,2,0,0,0,8,0,12,0,0,0,0,1,32,75,1.402036102
27610836,5691,0,153,19867.5,40.76336671,29.89067675,200,3,0,0,0,0,0,3,0,0,0,30,0,0,2,2,1,34,75,1.233535557
103094477,5541,0,2156,302541.81,41.04289,28.91565,200,33,0,0,3,4,1,0,0,7,0,0,0,0,0,0,4,23,75,1.444039056
103338465,5499,0,1161,105966.3,41.08606,28.96822,200,27,0,0,5,1,5,4,0,0,0,0,3,0,0,0,4,28,77,1.580560064
27769782,5541,0,245,38491.84,41.08567447,28.62867498,200,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,69,77,0.470795365
62474639,5411,0,116,5397.59,41.0594,28.95421,200,48,0,0,1,0,3,0,2,0,1,0,0,3,0,0,6,22,86,1.285171629
27462954,5941,0,103,15007.2,41.00864,28.89666,200,1,0,1,1,3,0,0,0,5,0,33,2,1,0,0,3,36,86,1.426247425
117045385,5200,0,489,67767.21,41.06153,28.685515,200,31,0,0,0,0,2,2,1,10,1,0,0,4,1,0,19,20,91,1.723428666
120894387,5977,0,299,13712.11,41.0615,28.68561,200,31,0,0,0,0,2,2,1,10,0,0,0,4,1,0,19,21,91,1.679249262
27677187,5541,0,116,7447.72,41.16293,27.79068,200,44,0,1,19,0,1,1,0,0,1,0,0,0,0,0,2,22,91,1.303849475
153007653,5541,0,153,15841.31,40.81603,29.37021,200,47,0,0,1,0,3,0,1,7,0,0,0,0,0,0,6,30,95,1.283765066
76936432,5541,0,292,31822.6,41.08912957,28.86512527,200,46,0,0,1,2,4,7,2,0,0,0,0,0,0,0,7,28,97,1.43058996
74316452,5411,0,182,6326.67,41.05177885,28.85807326,200,44,0,0,15,1,6,1,0,0,2,0,0,3,1,0,6,18,97,1.633112696
97141349,5411,0,159,5688.32,41.05177885,28.85807326,200,44,0,0,15,1,6,1,0,0,2,0,0,3,1,0,6,18,97,1.633112696
59452350,5541,0,124,11284.51,39.58935,26.92778,200,20,0,1,1,0,2,0,0,0,0,60,0,0,0,0,2,12,98,1.134285971
109334440,5411,0,493,13228.07,41.01280215,28.69713949,200,30,0,0,14,2,3,0,0,11,2,0,0,1,1,0,7,28,99,1.783492628
62474901,5411,0,138,5992.78,41.08810342,28.86629489,200,64,0,0,4,1,1,0,0,0,0,0,0,0,0,0,11,20,101,1.070514693
83341402,5532,0,108,18671.03,40.652495,29.257145,200,34,0,0,3,0,0,0,1,10,2,0,0,2,0,0,8,44,104,1.450829259
96126461,5411,0,553,12199.34,41.02085,28.62884,200,4,0,0,1,0,0,0,0,2,0,39,0,1,0,0,0,61,108,0.973115656
27698432,5532,0,131,12125.9,40.12393,26.41013,200,72,0,0,0,0,3,0,1,0,0,11,0,0,0,0,22,0,109,0.970287521
62474633,5411,0,245,11210.34,41.08212212,28.96303953,200,31,0,0,2,0,2,1,0,0,0,10,1,1,2,0,6,55,111,1.423113811
59356389,5532,0,215,23018.5,41.156015,27.813425,200,56,1,0,0,0,0,4,0,3,2,17,0,0,1,0,5,22,111,1.46753242
163924088,5411,0,309,8072.84,41.08518,29.045,200,33,0,1,1,4,5,7,1,8,2,0,0,1,0,0,23,29,115,1.871990734
73387468,5541,0,1310,155879.33,41.06508,28.972104,200,35,1,0,1,1,5,1,0,6,10,28,1,0,0,0,6,24,119,1.866633119
147593390,5541,0,166,36113.47,40.78361,29.41369,200,54,2,2,9,0,4,1,0,9,0,0,0,0,1,1,6,31,120,1.616849183
83034410,5411,0,110,5853.62,41.029482,28.865492,200,61,1,0,8,2,3,1,0,1,0,0,0,1,0,0,8,34,120,1.382385414
66397340,5960,0,10984,6294813.57,41.06383,29.01217,200,7,3,0,0,0,0,3,4,4,0,5,0,7,1,0,12,75,121,1.435439731
134365490,6300,0,1419,408507.98,41.10865,29.02254,200,19,1,2,2,11,4,6,2,10,0,0,0,7,2,0,15,42,123,2.060865662
171088677,5045,0,269,423037.71,41.10865,29.02254,200,19,1,2,2,11,4,6,2,10,0,0,0,7,2,0,15,42,123,2.060865662
120944503,5541,0,154,19089.3,40.81840953,29.3719225,200,91,0,0,1,1,3,0,2,1,0,0,0,0,0,0,7,19,125,0.950425274
111886481,5541,0,100,11793.75,41.66944,26.56801,200,32,0,0,1,1,3,0,0,1,8,58,0,3,0,0,8,12,127,1.567881089
72308435,5499,0,125,4097.75,41.029489,28.865126,200,66,0,0,7,2,3,1,0,1,0,0,0,1,0,0,11,37,129,1.334219179
109154433,5977,0,264,12274.35,41.08854,29.00609,200,39,2,2,1,1,3,2,0,14,5,13,0,3,0,0,32,17,134,1.979660915
106119339,6300,0,232,245059.54,41.09273,29.00458,200,10,0,0,7,2,0,0,1,16,0,18,0,1,1,0,9,74,139,1.533772742
174674515,5310,0,353,8813.77,41.08008,28.96355,200,67,0,0,2,0,2,0,1,0,1,0,0,0,1,0,7,60,141,1.092241883
92962576,5411,0,163,4461.82,40.7713,30.40588,200,81,1,0,1,0,4,0,1,13,2,0,0,1,0,0,9,30,143,1.340207304
148981563,5541,0,187,54313.76,40.79536279,29.44234477,200,97,0,0,1,0,0,0,2,2,0,0,0,0,1,0,29,12,144,0.983771546
91397359,5411,0,383,15200.88,41.07782,28.98905,200,64,0,0,11,0,2,3,0,0,3,0,0,0,1,0,15,46,145,1.409412427
74498468,5411,0,149,3492.87,40.991755,28.61203,200,77,0,0,0,1,4,0,2,9,0,0,0,0,1,0,16,38,148,1.32309603
103304620,5691,0,137,10616.87,40.79538628,29.44231488,200,97,0,0,5,0,0,0,2,2,0,0,0,0,1,0,29,12,148,1.064528476
102813406,5532,0,122,11982.75,40.79538628,29.44231488,200,97,0,0,5,0,0,0,2,2,0,0,0,0,1,0,29,12,148,1.064528476
106805439,5541,0,533,54786.7,41.04879,28.91319,200,80,1,0,11,3,2,1,0,2,2,0,0,0,0,0,7,41,150,1.342158464
152139739,5411,0,123,14763.97,40.76545,29.87846,200,88,0,0,3,0,5,0,0,1,0,12,1,0,4,0,11,25,150,1.360225514
104483465,5691,0,597,354166.16,41.08933181,29.00582537,200,35,2,0,1,4,2,1,0,32,5,16,0,3,0,0,28,26,155,1.963585249
27704936,5541,0,104,8825.03,40.61513837,27.11550023,200,85,1,0,1,0,8,1,0,4,0,0,3,0,0,0,4,52,159,1.206566125
99467715,5541,0,151,28579.46,40.79663,29.43827,200,56,4,0,9,1,5,3,0,5,3,24,0,4,0,0,15,31,160,1.935681491
142609393,5912,0,124,2033.85,40.81998,29.37089,200,130,0,0,2,0,1,0,2,6,0,0,0,0,0,0,7,12,160,0.764280847
57329553,5732,0,168,69795.97,41.09355,29.00468,200,18,0,0,15,1,1,0,1,16,0,24,0,1,1,0,19,70,167,1.725052712
126604453,5411,0,128,7392.55,40.61520399,27.11458231,200,87,1,0,1,1,9,1,0,4,0,0,3,0,0,0,2,60,169,1.199738893
175058489,4131,0,109,4582,40.78393,30.39922,200,103,0,0,1,0,6,2,0,2,0,0,0,0,0,0,6,53,173,1.037243851
110834332,5411,0,103,3587.71,41.29104,27.99843,200,108,3,0,3,0,5,0,3,4,4,0,0,0,0,0,9,34,173,1.255219302
167000658,5999,0,131,15544.53,41.074204,29.015502,200,73,1,1,1,2,2,2,5,14,13,13,3,2,1,0,15,34,182,1.938928446
27501734,5411,0,123,2890.78,41.1680441,29.05871107,200,97,1,1,0,1,1,0,4,23,3,0,0,1,0,0,32,24,188,1.449839904
139204417,5411,0,179,128713.23,41.03747,28.87343,200,103,0,3,6,1,6,0,1,8,2,0,0,0,2,0,13,45,190,1.42478033
139138530,5411,0,140,54117.21,41.03747,28.87343,200,103,0,3,6,1,6,0,1,8,2,0,0,0,2,0,13,45,190,1.42478033
80177486,9399,0,167,63197.4,40.188769,29.055362,200,123,1,0,0,1,0,3,8,10,1,0,0,2,1,0,27,23,200,1.311586604
105644345,5411,0,1617,590317.54,41.01415911,28.87814309,200,107,1,0,9,3,0,0,2,1,0,0,0,0,3,0,22,52,200,1.292250957
27486154,5912,0,104,8170.36,41.053394,28.961747,200,129,0,0,2,2,4,2,3,0,5,1,0,7,0,0,29,53,237,1.376662214
99334499,5641,0,129,10395.76,41.00727645,28.86989578,200,137,2,0,5,0,1,6,0,16,11,0,1,1,0,0,16,45,241,1.415830433
145589566,5411,0,120,3769.38,41.03402084,28.88484351,200,192,0,0,0,1,1,1,2,2,5,0,0,0,0,0,21,25,250,0.862797892
76204542,4814,0,1166,76448.67,41.06659,29.00404,200,50,2,0,6,15,9,4,5,24,3,48,1,4,0,0,36,84,291,2.051833953
27467265,5541,0,1084,116407.41,41.06897,29.01454,200,135,2,0,11,5,0,2,3,17,0,26,0,3,0,0,47,56,307,1.670651774
27552254,5541,0,829,89765.73,41.07032091,28.89240333,200,209,1,0,9,1,4,1,2,16,4,0,0,2,4,0,29,40,322,1.286044782
110341401,5691,0,236,13452.06,41.06661,28.89821,200,230,0,0,1,0,3,2,3,16,9,0,0,2,3,0,28,37,334,1.157067729
82815437,5411,0,184,10341.03,40.97716769,27.50427928,200,235,0,0,2,1,6,0,2,15,0,0,1,3,0,0,37,35,337,1.07680852
147414461,5941,0,356,48889.03,41.074476,29.015358,200,221,1,2,2,3,2,2,6,29,12,15,2,3,2,0,50,37,389,1.552396108
187993524,5960,0,305,84762.5,41.074476,29.015358,200,221,1,2,2,3,2,2,6,29,12,15,2,3,2,0,50,37,389,1.552396108
154316517,5718,0,281,18101.57,41.074476,29.015358,200,221,1,2,2,3,2,2,6,29,12,15,2,3,2,0,50,37,389,1.552396108
88377511,5732,0,250,128608.85,41.074476,29.015358,200,221,1,2,2,3,2,2,6,29,12,15,2,3,2,0,50,37,389,1.552396108
94243360,5941,0,210,46600.49,40.19563,29.06124,200,216,20,0,8,4,5,0,6,16,1,34,1,2,0,0,46,76,435,1.632011669
147414735,4131,0,2043,147226,40.18366,29.06839,200,494,7,0,1,17,14,1,7,23,4,0,0,4,1,0,61,22,656,1.031313718
27657553,4722,1,1410,2434773.9,41.21742,28.68732,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41688508,4722,1,729,353700.3,41.21742,28.68732,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95034677,5411,1,360,12895.31,41.178145,28.614245,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62475096,5411,1,250,10991.05,41.12764,28.60965,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83868453,5411,1,230,8186.71,41.16258926,28.77785299,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163923904,5411,1,202,5797.66,41.16258926,28.77785299,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161586599,5691,1,322,50526.5,41.23282,28.59013,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132217467,5411,1,181,7469.4,41.262,28.61155,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
103535479,5411,1,906,26310.72,41.1677377,28.6181589,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
163643422,5411,1,135,3337.51,41.17629,28.61032,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0
172445632,5541,1,266,54077.6,41.16852557,28.60171428,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0
65533546,5541,1,323,38904.19,41.19194,28.59609,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0
174214575,5499,1,358,11059.97,41.16132202,28.60814979,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.376770161
120754484,5691,1,719,59051.62,41.09918495,28.63808786,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0
142609716,5718,1,145,8931.37,41.09918495,28.63808786,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0
120669433,5732,1,281,178579.1,41.09918495,28.63808786,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0
130582463,5912,1,120,13711.07,41.09918495,28.63808786,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0
132217491,5411,1,428,11324.19,41.18025,28.61378,200,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0.325082973
137934478,5411,1,333,18480.93,41.13659,28.8107,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0.63903186
73210584,5541,1,422,46602.93,41.13631,28.811845,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0.63903186
96244443,5541,1,323,37302.46,41.14606,28.62155,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0.325082973
163923821,5411,1,109,3680.08,41.19293,28.72353,200,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,12,16,0.908908735
162278459,5541,1,396,55806.33,41.18328,28.70771,200,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,16,0.463413559
93254462,5411,1,198,7369.56,41.19518,28.7208,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17,19,0.409458619
169100424,5411,1,793,31506.91,41.11458,28.63878,200,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,7,20,1.256597944
118446389,5411,1,154,7609.92,41.19343,28.7509,200,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0.682908105
129176556,5541,1,237,33084.75,41.20605,28.72658,200,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0.615990578
118066479,5541,1,221,10365.31,41.11678,28.63771,200,9,0,0,0,0,3,1,1,0,0,0,0,0,0,0,2,8,24,1.465858632
174007549,5541,1,125,11190.53,41.18935,28.74293,200,9,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,21,37,1.170332342
95239392,5411,1,281,12650.69,41.18556,28.73019,200,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,24,38,0.96407325
155445429,5411,1,340,16950.3,41.19546,28.72954,200,14,0,0,5,0,6,0,0,0,2,0,0,0,0,0,0,13,40,1.426999829
107906404,5411,1,270,12040.84,41.15769,28.61716,200,19,0,0,4,0,1,0,0,0,0,0,2,0,1,0,2,18,47,1.375917848
156185381,5411,1,150,7421.9,41.18361,28.75953,200,20,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,23,51,1.179888797
85736498,5541,1,395,31494.62,41.20494,28.72811,200,16,0,0,1,0,6,0,0,0,0,0,0,0,0,0,4,34,61,1.15098187
173594349,5541,1,130,11337.25,41.09056647,28.63409217,200,5,0,0,3,0,0,0,0,0,0,32,0,0,0,0,2,23,65,1.162860552
101554416,5411,1,162,9110.3,41.20394,28.72824,200,20,0,0,2,0,7,0,0,0,0,0,0,0,0,0,4,35,68,1.206203728
188261833,5411,1,329,24059.97,41.20385083,28.72819814,200,21,0,0,2,0,7,0,0,0,0,0,0,0,0,0,5,36,71,1.22047554
167182783,5411,1,212,81974.36,41.18602,28.73766,200,48,0,0,29,0,0,0,1,0,1,0,0,0,0,0,7,18,104,1.287493877
85929468,5541,1,364,165930.26,41.18136,28.74446,200,61,1,0,3,0,3,1,0,1,2,0,0,1,0,0,12,33,118,1.347422734
27769691,5541,1,156,18596.75,41.18628,28.73911,200,73,0,0,30,0,0,0,1,5,2,0,0,0,0,0,10,16,137,1.328300524
103304616,5691,1,444,36085.23,41.18628,28.73911,200,73,0,0,30,0,0,0,1,5,2,0,0,0,0,0,10,16,137,1.328300524
62474887,5411,1,221,11993.49,41.18421,28.74594,200,94,1,0,3,0,3,0,0,6,0,0,0,0,0,0,7,40,154,1.104559815
119727479,5411,1,199,6899.62,41.18192,28.74032,200,122,2,0,4,0,14,0,0,4,8,0,0,1,2,0,10,17,184,1.276205737
188261835,5411,1,608,40210.4,41.18572,28.73987,200,103,0,0,31,0,0,1,1,14,2,0,0,0,0,0,15,34,201,1.409370595
100579368,5411,1,211,12789.31,41.18572,28.73987,200,103,0,0,31,0,0,1,1,14,2,0,0,0,0,0,15,34,201,1.409370595
90043445,5541,1,157,10056.57,41.18384,28.74146,200,237,0,0,2,0,15,1,0,24,6,0,0,1,1,0,28,45,360,1.192874343
48232382,5411,2,438,22342.6,41.03037,28.87992,200,11,0,0,0,0,3,0,0,0,0,0,0,1,1,0,5,10,31,1.474447677
170280345,5411,2,313,12296.11,41.00624,28.88406,200,18,1,0,0,0,1,0,2,0,2,0,1,0,0,0,5,2,32,1.458462019
161482583,5541,2,708,81280.55,41.02685717,28.88366822,200,10,0,0,1,1,2,0,0,0,2,0,0,0,0,0,1,15,32,1.390136132
27447983,5541,2,2349,263809.76,41.02823,28.88151,200,12,0,0,1,2,3,2,0,0,2,0,0,0,1,0,9,18,50,1.730516754
