27447336,1687.36,3224.91,3069.59,4121.57,4115.66,3526.07,3778.04,3800.41,3033.46,632,1983.06,3229.17
27447758,5480.8,21258.94,4813.3,13405.94,10152.88,18667.49,2221,4477.76,3220.03,3250.67,1754.81,1345.83
27447767,60.87,536.43,279.61,350.94,237.5,458.53,632.45,317.85,224.75,351.85,251.91,357.47
27447983,16443.9,19409.14,21644.82,21223.1,21384.54,19955.99,24730.47,27997.93,30107.22,25368.64,21850.58,13693.43
27448075,745.82,802.9,707.94,827.46,1453.87,1907.72,637.38,1228.55,1865.89,775.49,873.84,969.56
27448097,454.2,413.68,388.57,706.8,723.67,294.81,408.11,183.26,421.57,230.46,454.41,637.78
27448414,47929.92,37282.82,43629.57,44502.78,34909.51,43147.3,38094.65,32388.68,48255.48,35276.22,38135.59,41361.55
27449916,1974.65,2234.27,5871,8294.79,11326.95,5116.59,9269.75,4555.69,5218.34,2852.1,4474.36,3186.96
27451100,0,1052.2,847.8,638.3,608.9,1213.3,498.4,787.8,747.3,860.8,1017.7,164.45
27451432,3801.74,8804.5,6356.45,11596.84,6501.3,6587.18,5239.29,12228.5,11537.36,7126.01,15917.78,5601.3
27452884,4573.31,5845.7,4998.95,3515.41,4457.55,5219.65,4571.53,2688.55,5120.82,3844.82,6460.06,4579.35
27455245,673.9,609,798.45,348.2,550.65,783.8,1131.9,867.75,739.8,598.5,607.95,37
27455791,393.5,301.8,916.93,751.9,42,385.1,367,442.5,146.3,273.5,807.4,488
27455909,3422.91,3684.02,2574.52,658.5,2634.96,4300.16,2326.1,1293.08,2850.63,1860.93,3691.17,4988.46
27456801,594.6,873.84,2352.73,1312.38,2552.97,2306.75,2678.7,2922.8,1704.02,2756.7,1403.9,1246.5
27457515,268.37,309.4,722.3,658.51,313.16,538.87,317.44,382.5,561.54,367.62,611.21,241.49
27460503,3269.79,2162.73,3063.25,4419.93,1852.53,1705.79,2852.46,2301.47,1743.09,4854.54,3047.71,2710.81
27460661,11605.9,12401.78,12869.62,13238.77,13759.06,12382.29,13213.47,12234.81,13815.21,13070.88,12296.66,12615.12
27460989,36662.12,27730.27,26970.91,37306.77,33025.69,28249.52,31265.92,29630.7,38265.32,39206.75,40221.49,34119.46
27462199,251.75,268.05,193.71,404.9,266.1,435.85,330.25,261,222.95,255.77,111,40.15
27462956,2284.2,615.4,642.7,1027.5,1241.2,535.8,1644.4,576.9,1308.1,2249.3,1226.9,410.9
27463768,2348.55,2019.56,1147.72,1842.12,1705.96,1522.66,1373.51,1609.09,1455.61,2309.37,2583.56,2254.43
27466285,1462.34,984.22,1440.13,1581.38,1231.25,1184.41,1008.55,770.96,1157.89,1338.39,1068.53,399.22
27467625,735.32,1000.97,796.05,831.28,655.28,999.64,1132.8,1082.25,1418.62,1086.67,1130.97,700.44
27470944,1972.66,1135.83,3222.61,1783.57,2842.81,1857.97,3343.7,1695.17,1898.56,2207.88,3507.58,2206.28
27470945,2525.01,723.14,3470.25,1389.26,1957.86,2039.06,2186.34,2234.13,1694.83,2990.98,3128.01,2383.49
27471367,12074.62,24645.88,23125.41,7285.23,15653.87,25374.8,20687.56,42734.28,21728.44,5511.37,35167.08,29218.43
27471368,3823.4,5666.65,4691.39,8512.16,1262.79,4046.17,2707,1802.99,8465.39,12314.04,12196.13,21363.25
27471370,35283.26,22210.17,28587.33,33742.74,51398.73,33720.39,11169.7,15080.46,27306.41,9581.25,22310.08,21910.88
27471371,20484.95,9713.92,15459.72,17948.01,21344.95,23561.36,12203.6,10716.83,22220.49,27355.91,16171.33,18945.05
27472085,2036.68,223.7,525.15,2928.2,954.93,948.41,3071.71,662.2,3187.6,2067.55,1289.94,2663.15
27472247,9715.23,12379.42,10455.48,11273.41,8720.61,7573.78,18365.92,7846.74,9119.04,7615.04,8739.14,7926.11
27472871,4009.97,6361.94,9384.91,7019.89,6992.73,4023.45,5008.94,4434.97,7612.65,8260.81,8343.36,8411.35
27474240,7647.42,8328.65,6786.03,6566.28,4914.59,3968,4737.4,2390.85,5211.27,5942.65,5043.85,0
27474388,7356.63,8552.83,14405.07,7393.51,12477.26,7385.13,7265.17,6492.35,7025,11157.63,13242.97,8547.94
27474390,5287.64,2689.89,4723.68,3406.09,3997.17,3198.67,2082.73,1375.36,4962.27,4483.1,4831.12,2684.9
27480835,2888.36,2425.35,2049.16,3500.31,3119.25,5190.09,4209.01,2410.35,5126.45,4593.6,2774.25,1478.63
27481516,7073.06,5069.82,5183.89,8029.06,8579.65,8566.17,8949.94,7580.08,10925.15,3970.9,4290.06,4335.5
27482156,12681.23,9803.94,19771.77,8895.43,15887.25,22833.94,18033.29,19714.1,14417.78,26088.86,24795.02,11987.6
27482158,80043.1,62179.31,116558.68,47206.08,62131.34,48575.22,22833.23,43254.13,14616.59,139486.33,100959.15,19758.8
27482276,530.73,527.62,519.69,845.92,837.79,1521.15,607.39,620.9,194.42,1289.77,1284.47,1315.75
27482520,26601.44,40876.58,24092.95,11924.09,5041.65,10154.15,12952.66,7817.37,27320.72,36631.4,24001.45,14437.63
