UYEISYERI_ID_MASK,amount_slope,count_slope,avgrevpc_slope,label20f3
27705284,30.93926573,-0.062937063,2.437402042,1
27707020,-67.45947552,-0.318181818,6.398625918,0
27707124,151.4566084,1.646853147,1.046823029,1
27707158,-1.849405594,0.56993007,-5.562107712,0
27709355,17.40765734,-0.412587413,6.212448929,1
27711953,146.385979,0.374125874,7.558720526,1
27713103,22.01045455,-0.097902098,4.211977681,1
27713879,-24.08905594,2.059440559,-4.61053362,0
27714799,-134.8966084,-0.821678322,1.784883779,0
27714800,40.40597902,-0.136363636,6.755852647,1
27723228,-472.7083217,-1.982517483,-1.851595078,0
27723424,-871.0352797,-5.188811189,-1.870491017,0
27723632,414.109021,-0.576923077,42.84484695,1
27723789,-382.0685664,-3.58041958,-10.1872195,0
27724640,19.83276224,-0.468531469,4.518392151,1
27724642,37.77762238,-0.199300699,8.697091125,1
27725089,-287.136014,-0.594405594,-12.22265109,0
27726136,-164.1781119,-0.548951049,-1.198328559,0
27726204,-11.5622028,-0.244755245,0.973171232,0
27726471,42.36451049,-0.388111888,8.649492629,1
27727299,-774.9454895,-2.818181818,-4.261502908,0
27727923,-52.18541958,0.059440559,-0.633417053,0
27727976,311.6081119,2.346153846,-0.490096417,1
27727980,78.05024476,-0.108391608,5.326997904,1
27728035,132.5761888,1.706293706,-2.976532079,1
27729240,467.9474825,0.048951049,52.51305875,1
27729446,991.6171329,0.164335664,41.09839269,1
27729881,-100.9258741,-0.545454545,-0.116303658,0
27730675,9.148636364,0.174825175,0.233093902,1
27731574,2388.769476,7.29020979,4.875756079,1
27731684,-7566.907378,-2.909090909,-311.6394589,0
27731829,-343.2942308,-3.937062937,1.442996433,0
27732213,84.39227273,0.734265734,2.838538688,1
27732282,-750.5754196,-0.56993007,-21.85287824,0
27732292,-142.5659091,-0.395104895,16.91139931,0
27732519,8.046573427,0.79020979,-3.419584595,1
27732524,-40.70891608,-0.234265734,-0.204603133,0
27732530,-301.2489161,-2.174825175,-1.352028862,0
27732531,67.44590909,0.458041958,0.364076006,1
27732598,-8.345804196,-0.356643357,-0.170788751,0
27732717,-293.5058392,-2.611888112,-0.266820983,0
27732857,-624.621958,-0.024475524,-67.60002234,0
27733667,-52.0834965,-0.402097902,0.104143392,0
27733727,-29.41909091,-0.293706294,-0.03974252,0
27733915,-255.4817483,-0.157342657,-5.330612277,0
27733977,-61.52678322,-0.923076923,0.849410418,0
27733994,-75.75615385,0.076923077,-6.805258747,0
27734027,-82.81486014,0.006993007,-3.496672667,0
27734550,-54.62230769,-0.699300699,1.803769794,0
27738680,56.24181818,0.951048951,1.483808002,1
27738688,163.2276224,4.902097902,0.50165224,1
27738698,48.45503497,1.339160839,-1.376250034,1
27738717,65.0458042,0.461538462,3.965797724,1
27738898,-101.0823077,-0.367132867,-8.265160839,0
27738901,41.95451049,-0.520979021,4.062820485,1
27738916,61.58804196,0.416083916,1.486530239,1
27738917,-88.3279021,-1.052447552,2.969602294,0
27738920,46.08797203,-0.048951049,4.596320371,1
27738921,7.147342657,-0.384615385,1.336614771,1
27738930,-45.16520979,-0.562937063,0.335948965,0
27738942,29.08465035,-0.027972028,2.140806355,1
27738945,-97.19622378,-1.615384615,1.4701246,0
27738976,-21.8929021,-0.153846154,-0.265068473,0
27738983,-15.20059441,-0.601398601,2.118139118,0
27739060,-134.0978322,-0.265734266,-4.38744281,0
27742527,-341.5637413,-1.013986014,-2.869150021,0
27743387,-392.9573077,-3.307692308,-0.941378664,0
27743411,-209.2217832,-0.444055944,-1.547687322,0
27745064,75.01339161,0.863636364,-0.018437663,1
27746016,128.9712238,-0.660839161,2.050734287,1
27746095,-265.9373776,-2.416083916,-0.207542453,0
27748784,-175.261049,-1.881118881,0.589292446,0
27748811,-25.60839161,-0.146853147,-1.900694949,0
27749417,1900.043252,2.272727273,-488.439733,1
27749470,1684.658462,12.65734266,-4.067518963,1
27752596,84.99548951,1.328671329,0.148216297,1
27753537,-306.9688811,-1.839160839,-1.443263485,0
27753538,143.8794406,1.034965035,0.603602163,1
27755194,-315.6603147,-3.36013986,0.180609731,0
27755217,-340.5023427,-3.020979021,-0.792998819,0
27755229,-347.3082867,-0.006993007,-4.549111011,0
27755562,659.283007,1.111888112,8.159069599,1
27755636,-286.1136713,-0.653846154,-6.98705232,0
27755675,118.2695455,-0.111888112,3.465344976,1
27756920,-625.0352797,0.059440559,-55.85542468,0
27757454,-141.8716084,-1.451048951,-0.114858045,0
27757547,41.60314685,0.996503497,-0.078684216,1
27757746,-220.926014,-0.954545455,-3.035073049,0
27760701,-833.4411189,-2.905594406,-3.819957362,0
27760718,288.3592308,1.34965035,-9.337604751,1
27764253,-400.7603846,-4.468531469,0.972763877,0
27764308,-69.08076923,-1.524475524,3.295928643,0
27768240,930.5947902,1.5,15.90890643,1
27768559,-38.8479021,1,-2.701991059,0
27768560,-15.53178322,0.031468531,-0.326928353,0
27768878,-705.7158392,-4.188811189,-0.274185152,0
27768901,-985.615,-4.744755245,-1.565614337,0
27768991,-138.4394755,-0.874125874,-2.436718791,0
27769221,41.81465035,-0.461538462,4.115803763,1
27769299,-129.0725175,1.356643357,-2.200504208,0
27769411,2.331433566,0.038461538,-0.130087182,1
27769457,-74.56835664,-0.923076923,-0.417561254,0
27769691,-18.29807692,-0.153846154,-0.59826535,0
27769793,-171.7852098,-0.681818182,-8.333242112,0
27771445,2687.826049,0.667832168,105.7402564,1
27813498,-13.52667832,-0.153846154,-0.789781675,0
27816476,-30.85479021,-0.202797203,-1.741944188,0
27816570,-1207.707273,1.531468531,-27.48710153,0
27839509,14.22374126,0.258741259,0.307371915,1
37789758,-109.4628671,-0.136363636,-4.833603621,0
37966781,1.902237762,0.346153846,-0.807027556,1
37966787,-12.92020979,0.048951049,-1.629167973,0
37966788,6.154405594,0.013986014,0.311872878,1
37966797,15.81283217,0.132867133,0.414702153,1
37966798,-64.20608392,-1.342657343,0.257043846,0
37966814,-103.3479371,-1.482517483,-0.014338778,0
38961414,8.277692308,0.031468531,-0.146160354,1
38961653,12.13958042,-0.325174825,21.39044705,1
40431479,101.4006993,0.409090909,1.483280356,1
41688508,-2885.24979,-2.227272727,-26.92594126,0
41814476,-1395.956608,-9.706293706,-10.31350304,0
41947547,140.9265734,0.381118881,2.482951262,1
47303498,40.46237762,0.045454545,3.521961537,1
47866514,105.784021,3.559440559,0.520870731,1
47886329,-1635.231888,-4.884615385,0.00222506,0
47913342,367.593042,-0.20979021,40.56299958,1
47991559,-105.7520629,-2.671328671,-5.067449259,0
48044564,-36.82751748,-0.772727273,-0.797685424,0
48122512,279.8882517,0.283216783,3.646217415,1
48177564,91.70346154,2.72027972,-0.063789269,1
48177574,-100.2700699,0.143356643,-14.8156952,0
48208491,158.945,1.272727273,-23.15915474,1
48232334,14.02527972,1.192307692,-1.129416695,1
48232380,186.7200699,3.846153846,0.306557328,1
48232381,31.59206294,-0.888111888,0.949240743,1
48232382,107.520979,2.454545455,0.420071852,1
48232383,-35.4127972,0.034965035,-2.595042772,0
48232386,-30.48905594,0.762237762,-0.762538052,0
48269416,-2.785839161,0.181818182,0.128109183,1
48345545,-380.5505594,-2.608391608,-0.902936256,0
48365337,-12963.44448,-5.185314685,-77.92522049,0
48365613,-86.18548951,-0.118881119,-1.816189712,0
48461566,47.13562937,1.874125874,0.081236121,1
48503555,217.3751748,3.993006993,0.386721607,1
48543463,125.8764336,2.576923077,1.22577123,1
48584548,-64.775,-0.70979021,-1.844015114,0
48747329,9.254965035,0.541958042,0.168789621,1
56320432,9.387447552,0.132867133,0.445926224,1
56366361,7.083741259,0.339160839,-0.595739063,1
56443400,146.7344755,0.479020979,6.03033014,1
56578354,27.03604895,0.72027972,-8.840788022,1
56664507,-533.5884965,-2.832167832,-2.478542971,0
56734461,-9.920664336,-0.104895105,-0.634886099,0
56734495,-217.5252448,-3.986013986,-6.929285648,0
56879533,650.0419231,0.20979021,27.04101301,1
56907379,866.0223776,0.031468531,45.94016621,1
56978453,2945.821958,7.076923077,4.885413484,1
56978545,168.8514685,0.041958042,-6.271966407,1
56978564,-44.15174825,-2.479020979,2.628842873,0
56978693,-2550.954965,-5.017482517,-2.737815718,0
56978887,109.8254895,1.524475524,-0.714370323,1
56978960,-199.0562238,-1.758741259,-0.645952533,0
56979003,-7.290314685,-2.909090909,65.29689795,0
56979008,1017.607727,6.143356643,29.52979463,1
56979038,-272.2558042,-0.671328671,-1.490370215,0
56979046,-1563.693252,-9.472027972,-2.584678804,0
56979048,-1326.717273,-10.36713287,-16.77915862,0
56979051,-187.2088462,-1.475524476,-4.009590229,0
56979120,-149.1617133,-0.237762238,-1.743828545,0
