,age_mean,age_median,age_std,education_ent,employment_ent,gender_ent,home_dist_ent,income_mean,income_median,income_std,marital_ent,work_dist_ent
27495842,41.127049180327866,41.0,10.164300772157018,1.4053330675143438,1.261051577774692,0.646425909905113,2.6969340043229875,3728.7395762711867,2500.0,5602.195294918621,1.004002223963052,2.011613650111766
27495910,39.21621621621622,37.5,10.674858788030452,1.5462328239256955,0.9620763557417279,0.24730106105036698,2.4709311427095573,4070.348208955224,1750.0,8295.719063254384,0.7108906630562917,2.0668393191399095
27497097,39.184615384615384,36.0,10.390639278474863,1.1659517920966402,0.9999028493444326,0.6920817133419599,2.1175614304772306,2496.3846153846152,1971.0,2332.5482691435595,1.112967957564305,1.8756110396637276
27497280,38.083333333333336,36.5,9.246566713323155,1.3257063432070788,1.1761370719253512,0.6279415887399059,2.231975095879754,2790.2437974683544,2400.0,2967.08276374991,1.1548713531256039,1.8721670612728214
27499143,39.83435582822086,39.0,9.739992523941272,1.436875435166535,1.0531662212182202,0.43885512824840867,2.7361187349634997,5587.862389937107,2088.0,28024.413859863776,0.8098714850236852,2.2155249530429812
27500565,41.359375,39.0,11.56811050066326,1.2710992263943501,1.2120656197798263,0.6530577442776865,2.3037398134763167,3997.5,2500.0,5135.333885351087,0.7887647507269745,2.0204300488719698
27501177,39.8974358974359,40.0,11.334146989924022,1.3090355475759536,0.9226874591666778,0.6849062404158355,2.4912526831842112,9015.0,3000.0,29248.380782342272,0.9386812544915629,1.8030312992802127
27501709,41.370370370370374,43.0,9.442734888010051,1.2711277290448548,1.0734420609947175,0.6924611526112329,2.0421660110519193,2902.625,2486.5,3136.0728670064273,0.8256554800957847,1.2599617064053588
27501711,43.35,37.5,14.046070812264825,1.1393620327464706,1.1752045970807579,0.6108643020548935,2.2899515160332604,3428.5,2250.0,5290.77433890949,0.9142855814670989,2.0831255197511855
27501718,43.54838709677419,41.0,10.769830421683897,1.2291914758524238,0.8825907895547567,0.5341593666871499,2.348891565542408,4345.7,1548.0,10797.447802366425,0.9724192936236369,1.5283448908124673
27501720,42.0,40.0,10.647769719523428,0.868719682914265,0.9160681370152876,0.6914160776171183,1.2816340498925647,2214.294117647059,1500.0,2412.804948724251,0.9554471413937666,1.2816340498925647
27501728,41.172413793103445,40.0,11.113277019330273,1.1247820952418706,1.0670351432819338,0.6193762897414467,2.134962158720633,2016.344827586207,2000.0,1335.1673056175948,1.0752913775910573,1.026258070995884
27501732,43.75,43.5,11.858770373972535,1.1531071174453749,0.7097131024243333,0.6896709283570268,1.5230791913123871,1928.5416666666667,1750.0,1096.186789032451,0.97610557717795,0.5140966973399504
27501734,38.0,38.0,6.809919235938118,1.2222669235381562,0.677908725644198,0.6057974993723039,1.7930940134110522,2128.470588235294,2000.0,1012.7752784827849,0.7529746827658885,0.7902347553432827
27501735,42.91304347826087,39.0,11.645963184641436,1.4799062391231763,1.0827800094708102,0.3872123751863607,1.9307993395350334,4149.090909090909,2667.5,4939.382927616334,0.35571285974689404,0.8387278529003358
27501739,41.166666666666664,37.0,11.511522554169431,1.4451858789480823,0.8369882167858357,0.6365141682948128,1.6417347121875214,2814.9166666666665,1800.0,3186.6806742591843,0.7214636866925115,0.28683598305616076
27501740,39.333333333333336,37.0,9.759000729485333,1.4302803019110932,0.7647544195674196,0.6909233093138181,0.7201248812718098,2906.3333333333335,1800.0,4812.371833791178,0.8033149761408754,0.4850940913022115
27501749,45.13333333333333,44.0,15.5327610767264,0.9701157839869381,1.5226999259857525,0.6909233093138181,1.956463203826685,10193.666666666666,5000.0,19886.563323247272,0.7647544195674196,1.0805738483648535
27501751,42.375,44.5,8.314144574157945,1.2130075659799042,1.0735428464085233,0.5623351446188083,1.5607104090414063,2081.25,2100.0,1715.4627655533652,0.7356219397587946,0.3767701612564367
27501752,40.354838709677416,38.0,11.16108831938527,1.2542211430453354,0.839400913784812,0.6800829048357611,2.1039508272376373,2601.5,1500.0,3796.741322820636,0.6870831125874289,0.9566162950175766
27501865,40.27922077922078,39.0,9.486486262630052,1.4028393718690553,1.0798140698824983,0.3606684718796419,2.3485455469963044,6745.46111888112,2226.0,17026.63381263031,0.5379048117413748,1.8024678524271631
27501905,38.32608695652174,37.5,8.26519972959204,1.3321795011301918,0.7889357428188722,0.6893616831435102,1.7333330605497577,1754.5,1500.0,1672.3534946628693,0.9053685045623691,0.8317587992054337
27501912,39.09375,35.0,9.299182673068465,1.077022248637498,0.7449993604961741,0.6615632381579821,1.8848208637693937,1898.4946875,1500.0,1978.2975874350936,0.65619279201862,1.5321109642357778
27501917,38.31578947368421,36.0,10.328238698823872,1.1913695156726758,0.40945861869508926,0.6581099875431143,1.8351710321795356,2494.2105263157896,1600.0,2121.860886081611,0.9591824302739718,0.8065046098752219
27501918,43.63157894736842,44.0,11.76251355562232,1.1137712633489112,0.943045670002009,0.6917614988524178,1.9080368345090655,2076.470588235294,1600.0,1744.8459143161847,0.6330395116644678,1.6117969454556227
27501925,39.529411764705884,40.0,7.763034579489708,1.1407201964134568,0.9160681370152876,0.4659992569610426,1.8438614379613667,3460.4411764705883,2500.0,3856.0518988109498,0.5783252866601273,1.0791615912646864
27501928,38.904761904761905,42.0,8.572658641896119,1.15374194270109,0.567060930955282,0.41011631828840905,2.037404849160653,2582.2,2315.0,2064.261065700853,0.7751292747786216,0.6680178186607534
27501934,46.25,45.0,11.006914822648692,1.3114896151301971,1.5486301307614123,0.6615632381579821,2.1631394399251493,3051.5454545454545,2600.0,3486.162369893874,0.8358948132176883,0.5140966973399504
27501937,45.0,46.0,10.295630140987,1.1490596969706204,1.2730283365896258,0.6365141682948128,1.0735428464085233,6740.75,6000.0,5364.467641008619,0.5297061990576545,0.3488320958430319
27501938,41.142857142857146,40.0,9.743129447388627,1.4966966288986279,0.7751292747786216,0.6920129648318738,1.7500112942329407,3946.62,2350.0,5613.505513594682,0.9165525293817653,1.1531228502542132
27501939,44.45454545454545,45.0,8.47777843970502,1.1209503926735833,0.6001660731596455,0.6890092384766586,1.64341771979318,2404.4,2000.0,1903.3112199532686,0.7595473914748635,0.3046360973492382
27501940,46.7,45.5,8.436137804269888,1.7043600891081225,1.3727655308924485,0.6474466390346323,2.081598991501863,3152.315789473684,2000.0,3844.2773783122766,0.998931504603559,1.0790774247673154
27501943,41.833333333333336,41.5,9.910229244480721,1.4336178844364096,1.325189315016479,0.6842317651303003,2.116240783394574,3381.222222222222,1877.0,3392.8588958545693,0.8018185525433373,0.672591048901325
27501947,41.43478260869565,41.0,9.024341260051374,1.3488557482513723,1.1282798480590317,0.6922017029622767,1.362566413625398,3712.5789473684213,2700.0,3041.908160564671,0.8871851765599202,1.8052855428667036
27501948,44.54545454545455,46.0,11.421172523790272,1.155234707989957,1.3156136748161344,0.6890092384766586,1.7519054679328283,3420.121212121212,2620.0,3159.7603524394826,1.046441528085165,1.6751977527536914
27501952,43.55555555555556,41.0,10.92688543899063,1.3588897080611844,1.0651999472529392,0.6682484776645385,1.5966231466837906,3847.470588235294,1990.0,6528.667158214233,0.9111672404618403,0.8499760430315394
27501959,39.96,40.0,9.914131328563284,1.387477062609779,1.2427678676392995,0.6268694575724263,1.7833836094401962,2127.48,1537.0,1965.5830585350495,0.5929533174474745,0.47023596235524934
27501964,43.25806451612903,43.0,9.504271818277237,1.1292190225756673,1.1046087405887046,0.6287993940937805,2.154129292165358,3862.631935483871,2500.0,4441.720563882439,0.6145237390882278,0.9288392596635147
27501968,39.63636363636363,39.0,7.256345185735409,1.4681399390162087,0.7595473914748635,0.6890092384766586,1.0888999753452238,2618.181818181818,2000.0,2474.1940836636813,0.7595473914748635,0.3250829733914483
27501974,36.0,33.0,7.085195833567341,1.240684291953396,0.6001660731596455,0.6890092384766586,1.6417347121875214,2269.7,2350.0,1028.4631522595039,0.6001660731596455,0.6001660731596455
27501984,36.5,36.5,7.516648189186454,1.4708084763221114,0.3250829733914483,0.6108643020548935,1.3592367006650066,5582.2,2537.0,7448.304889928535,0.6390318596501771,0.6390318596501771
27501991,39.68421052631579,37.0,9.558087740326416,1.4991806045053482,1.2744704863753797,0.6236548495681085,2.1085910977168827,2898.562972972973,2300.0,2997.388753853432,0.7873390100049964,1.3544985899829427
27501993,42.05263157894737,43.0,9.37771403209952,1.437647587172005,0.8569977547780644,0.6581099875431143,2.333196714286247,3612.3888888888887,3100.0,3705.4734259548422,0.8264053222918115,1.5136635047822233
27501994,41.2,41.0,7.421814692737439,1.1087279848056348,0.9714528358485753,0.6859298002523729,1.4082930736148822,3310.2,2000.0,3479.748027276304,0.6004829082458255,1.675558999015711
27501995,41.375,43.5,9.222255689363639,0.9002560512685369,1.4226300262075475,0.6210863745552451,1.6350915928128098,3457.8125,2649.0,2825.829157816634,0.9470571522825082,1.3862943611198906
27501999,42.90909090909091,42.5,10.70784799378515,0.9450230556973246,1.094833822333885,0.4741393130578373,2.425479704683253,4593.761904761905,2500.0,9548.332178473693,0.1849073991677758,1.1816312089195415
27502000,41.73913043478261,40.0,8.894418021251244,1.4806020258776424,1.1658035966396987,0.6460905050608088,1.4085641578050887,5110.0,2000.0,9291.853157470796,0.856859036885367,0.5305096302300272
27502003,37.87179487179487,36.0,10.110389359933015,1.1569327270927836,0.9469981385620284,0.652825793916348,2.281017254154483,2248.0810810810813,2050.0,1760.9028047248062,0.9599801680429331,0.7190717152634583
27502221,43.75,39.5,12.906129621934758,1.5171063970610272,1.2342678660790765,0.5623351446188083,1.8143075196071252,2699.090909090909,2000.0,2435.503498439099,1.2342678660790765,0.28683598305616076
27503901,39.90277777777778,40.0,9.497456623545007,1.3999811537641536,1.0440641832751179,0.6615632381579821,2.2508824234509857,4051.7027941176475,2633.0,5445.213532616018,0.8034157234741638,1.8390935173419245
27505314,35.493506493506494,34.0,8.577239429264578,1.3146912091703942,0.7162600967474765,0.6863007100124803,2.201139439718167,1864.96,1600.0,1343.0493182870655,0.8940184038419552,1.6607911766854462
27505371,40.486111111111114,39.5,8.181037944334165,1.2492266626352615,0.9310871584828135,0.6916031758694977,2.5167170492025734,10024.713913043479,3000.0,36451.48723056232,0.662938111970201,2.083833628936876
27505903,39.075,37.5,11.006068521674644,1.5347053648252786,1.290427694109821,0.4825775651770121,2.755247057251977,3756.654266666667,1880.0,4623.703481737069,0.7668328983597871,2.122130341137653
27508046,41.876494023904385,42.0,9.071488678310866,1.4202146328087868,1.1764975598305947,0.3866643084761139,3.03855234612721,4492.950405027933,2500.0,7645.325486682127,0.4574617669055978,2.801895927591913
27509437,40.857142857142854,38.0,10.031976524862472,1.056756778893747,1.2687384387577714,0.6562848036783916,2.4098229658520336,3978.4754098360654,2588.0,5027.090724619153,1.1051993607595478,1.731874610748298
27510633,41.35820895522388,40.0,9.75254666436027,1.1650595760851494,1.124910476426979,0.693035793042558,2.5088466002281438,8107.145161290323,2875.0,31607.191477208842,0.7652998569343187,1.23846588197127
27510634,44.06,44.0,10.812709830451894,1.2686753488283251,1.3367885121382765,0.6640641265641081,2.0733024475686435,3730.906976744186,2200.0,5390.993873445007,0.9503722618125986,1.5158588041345427
27510887,44.04761904761905,44.0,9.04696739507881,1.5876272243693155,1.1093482433488377,0.41011631828840905,1.5866263658937965,3934.5,2750.0,3560.078480802591,0.19144408195771734,1.8562701281920881
27511223,38.40909090909091,37.0,8.516980746659055,1.309990532826296,0.6631794532105497,0.5359598892162171,2.1115904793495077,2627.0476190476193,2060.0,2310.500756896445,0.5763820666248933,1.5120980302146707
27511224,38.5,39.5,7.155417527999327,0.8647400965276372,1.1246702892376168,0.6853142072764582,1.923065784324152,13257.142857142857,2425.0,39443.34718761374,0.7029189307735104,1.2468296415485096
27511550,38.75,36.0,11.91337783454262,0.9002560512685369,1.0735428464085233,0.5623351446188083,1.9061547465398496,3560.875,2750.0,3881.4820968100757,0.5623351446188083,0.7356219397587946
27512859,36.36585365853659,35.0,8.748588736364784,1.3670691581878898,0.4994435177613873,0.6688570623740269,1.975502845690193,3165.076923076923,2500.0,3086.37531729216,0.9638862134627567,1.336990828220082
27512865,34.8235294117647,33.0,9.348002677664605,1.3605425170530694,1.1206138235926646,0.5455945739691843,2.803379736986587,2930.136219512195,1950.0,4131.277217145478,0.9742717974154771,2.521907344591683
27513543,34.007462686567166,32.5,9.095563050072567,1.3296577565801573,0.7633459224813383,0.6382245093104275,2.41712828446674,2234.9,1556.0,2927.9886470159445,0.8349519726400174,1.8083540825756723
27516468,41.916666666666664,40.0,10.282601035631549,1.5195281677959427,1.3061883841920219,0.6615632381579821,1.9650462643680413,3128.304347826087,2885.0,2730.6139408695517,0.6159905783211985,1.5890269151739727
27518549,42.37864077669903,41.0,8.71005335844439,1.4350445267612035,1.3336978939864725,0.3974917113289168,2.897912141179878,5612.646464646465,2846.0,8431.112197328503,0.5999527470489437,2.5581838977521754
27518791,39.76525821596244,39.0,10.324056654515777,1.4473846225716671,1.2476012155868692,0.4467632732018165,2.5460650551203683,3694.706048780488,2500.0,5230.439004525928,0.7498501863225885,1.5278399757898957
27519085,41.574074074074076,40.0,10.10809847532474,1.1848377200758582,0.8836295506870675,0.6904011819103343,2.361575947923026,5795.82,3175.0,6577.182138675051,0.9817944558968175,1.822629794700601
27520047,42.794117647058826,42.5,10.989745666025286,1.5715311187101837,1.0716724836001241,0.6774944044487072,1.6760869189118908,3343.10303030303,2000.0,4788.609863551533,1.0473436619739454,1.2014240901464586
27520381,45.720588235294116,45.5,11.4263972831639,1.5573913058072546,1.4188634287913238,0.3622105571354489,3.1111953731333784,6573.701111111111,2600.0,13824.90531193195,0.5908362856699706,3.0964908160725417
27520559,40.93617021276596,39.0,11.16750771175632,1.2382489941601165,1.2012474569497236,0.6262262845584756,2.2013274927923137,3383.3333333333335,2000.0,7022.082387505187,1.1241527763342158,1.871967709469763
27520562,38.166666666666664,38.0,11.018646428018782,1.2456958663481208,1.0804022717258177,0.651756561172653,2.050078454633989,6269.1,1500.0,16628.30186960372,0.7535919276859473,1.687873553950898
27520570,39.714285714285715,38.0,8.998599330782897,1.3362126511403272,1.1857439114671071,0.642912439665801,2.3571244641005253,4005.6666666666665,2250.0,5031.421738698087,0.8927623518396361,2.000478557496523
27521599,39.61538461538461,36.0,11.886385230428713,1.3474764071019303,0.9904748669549276,0.6901856760188042,1.8979404902547294,4958.32,3000.0,7893.084429423012,1.1021949588281859,1.1504319086226071
27521640,39.48780487804878,38.0,9.721424667247883,1.5614487053051667,1.3581203742769752,0.6856925884481759,2.455060262270863,4576.184210526316,2336.0,7451.126204937487,0.8158531598854568,1.0396203564698525
27522292,36.5,35.0,9.883140724902955,1.397991702060472,0.3488320958430319,0.6365141682948128,2.2008276490345495,2135.722222222222,2000.0,2329.1396494276482,0.7298429194806346,0.960891979667283
27524605,39.5,39.5,16.263455967290593,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,9780.5,9780.5,11624.128375925655,0.0,0.6931471805599453
27524945,39.58252427184466,38.0,11.295083323777286,1.520430068200317,1.0239128309056096,0.6271618380175097,2.2107299240550935,3485.15,2323.0,4309.505826915915,0.901054929179595,2.273723963708625
27525464,38.86206896551724,40.0,8.882168764444447,1.2688429341269496,0.8983711901950248,0.4315772208318215,2.208923370687505,3497.285714285714,2100.0,4752.198399264706,0.6731629935991253,1.7061522507941533
27525710,39.02040816326531,40.0,7.901713411022445,1.4689079349130054,0.9455233317520041,0.6316943984324563,2.324335993775923,6228.7043478260875,2411.0,14271.1420131203,0.7437374011803106,1.6337803627579186
27525711,37.1,36.0,10.012746977768705,1.2846351937700295,0.8935011302036119,0.6640641265641081,2.231359514061669,3735.8541666666665,2000.0,5062.9885968143,1.092041291130393,2.657118160092269
27525930,40.5125,40.0,8.596496225394638,1.4103798435252797,1.0818960249169272,0.3896636338911962,3.0222676487501365,3507.8488643216083,2000.0,5223.497522057579,0.5191277267121677,2.603420925830639
