UYEISYERI_ID_MASK,mcc,district_id,degree,betweenness,closeness,eigenvector,mcc_diversity,geo_diversity
62475369,5411,50,351,1.10E-05,0.520783277,0.005985578,2.442296393,2.263281228
62475370,5411,61,532,3.02E-05,0.532555283,0.009040463,2.376687217,2.529399082
62475372,5411,50,530,3.24E-05,0.532359081,0.009086288,2.292980378,2.46171134
62475373,5411,160,555,2.71E-05,0.533998522,0.009500852,2.342999501,2.384299667
62475374,5411,50,555,5.12E-05,0.534064309,0.009075187,2.255452894,2.619787379
62475376,5411,63,377,2.19E-05,0.522603978,0.005895469,2.158256497,2.421315221
62475378,5411,9,235,8.33E-06,0.513808226,0.004201463,2.050109958,2.656405259
62475380,5411,61,399,1.45E-05,0.52380377,0.006522478,2.325557902,2.284408232
62475382,5411,50,365,1.24E-05,0.521723432,0.006245577,2.435899664,2.280297515
62475383,5411,63,587,4.96E-05,0.536178108,0.009515117,2.318907645,2.603992251
62475384,5411,61,534,3.18E-05,0.532686164,0.009218618,2.312974902,2.565812181
62475385,5411,61,425,1.99E-05,0.525645689,0.007311209,2.308152263,2.437926843
62475386,5411,4,449,2.50E-05,0.527179861,0.007543348,2.333914771,2.612435117
62475388,5411,65,248,4.74E-06,0.514540059,0.004163745,2.37752134,2.329252389
62475389,5411,63,482,2.40E-05,0.529239409,0.007907059,2.370498639,2.283839149
62475390,5411,63,458,2.02E-05,0.527757487,0.007836026,2.429035548,2.329354343
62475391,5411,131,390,3.33E-05,0.523424294,0.006503743,2.252397923,3.060425881
62475392,5411,96,514,3.61E-05,0.53125,0.008499504,2.377805909,2.758518051
62475393,5411,141,528,3.95E-05,0.532359081,0.009062533,2.260930048,2.866373319
62475394,5411,50,441,2.71E-05,0.526603499,0.007185831,2.242065998,2.411219122
62475395,5411,9,191,3.94E-06,0.511082292,0.00358448,2.081186684,2.680832426
62475396,5411,9,402,2.31E-05,0.524247188,0.00736409,2.254943704,2.777400007
62475397,5411,9,441,2.39E-05,0.526667477,0.008077682,2.279309505,2.767393679
62475398,5411,65,268,1.62E-05,0.515764426,0.004287081,2.26633533,2.71783462
62475399,5411,61,445,1.71E-05,0.526923544,0.007742034,2.438072555,2.426643166
62475400,5411,9,372,1.77E-05,0.522289157,0.006483297,2.266728642,2.760029841
62475402,5411,4,436,2.23E-05,0.526219956,0.007211799,2.34242015,2.465616433
62475408,5411,9,368,2.13E-05,0.521974714,0.006453242,2.229308129,2.90298244
62475411,5411,61,232,3.77E-06,0.513625592,0.004199417,2.573308238,2.269113554
62475412,5411,160,140,1.41E-06,0.507789622,0.002322918,2.479695348,1.871054214
62475413,5411,63,358,1.52E-05,0.521346963,0.005606111,2.268437347,2.342531814
62475415,5411,96,501,2.87E-05,0.530534818,0.008522662,2.330410197,2.710254474
62475416,5411,63,275,1.09E-05,0.516255806,0.004757296,2.204749537,2.339212808
62475417,5411,4,411,1.40E-05,0.524627859,0.006918967,2.330213823,2.255830295
62475418,5411,96,415,2.45E-05,0.525009083,0.006584987,2.399282394,2.433391079
62475420,5411,160,174,7.42E-06,0.51,0.002849429,2.230930801,2.512093022
62475421,5411,98,212,5.98E-06,0.512290239,0.003524545,2.006472548,2.844980332
62475422,5411,98,199,5.89E-06,0.511564786,0.003235798,2.136293029,2.894522071
62475423,5411,65,376,1.77E-05,0.522478004,0.006346931,2.236046953,2.630040119
62475424,5411,4,252,5.26E-06,0.514723344,0.004459069,2.258703335,2.115913488
62475426,5411,63,581,3.46E-05,0.535780497,0.009984253,2.41841594,2.555096581
62475427,5411,4,399,2.13E-05,0.523867069,0.006601899,2.300697947,2.469326487
62475428,5411,63,334,1.08E-05,0.519659554,0.005423161,2.173666354,2.336094145
62475429,5411,141,440,2.72E-05,0.526539536,0.00766471,2.403712277,2.9341962
62475431,5411,160,258,1.04E-05,0.515151515,0.004249461,2.304622118,2.231972249
62475432,5411,87,121,2.19E-06,0.506898971,0.00210189,1.699969662,2.74160213
62475437,5411,63,232,6.51E-06,0.513503909,0.003774683,2.166516941,2.308386354
62475439,5411,9,306,1.42E-05,0.518106848,0.005250369,2.140608836,2.680176172
62475441,5411,63,435,1.52E-05,0.526219956,0.007240374,2.354916784,2.220769132
62475443,5411,61,362,1.67E-05,0.521597882,0.005927198,2.407163751,2.466518589
62475446,5411,160,267,7.14E-06,0.515764426,0.004628468,2.177655194,2.349911195
62475447,5411,50,450,2.18E-05,0.52724398,0.00773307,2.245433236,2.390480327
62475451,5411,160,474,1.82E-05,0.528787509,0.007937887,2.344879546,2.32292213
62475454,5411,38,274,8.05E-06,0.516071429,0.00470931,2.172447249,2.679453208
62475456,5411,50,153,2.16E-06,0.508683408,0.002451816,1.983641592,2.409940711
62475459,5411,63,220,5.26E-06,0.512896356,0.003540803,2.219947675,1.897572544
62475460,5411,63,273,6.72E-06,0.516071429,0.004836651,2.355852262,2.439384525
62475461,5411,63,367,1.35E-05,0.521911871,0.006581451,2.419155307,2.636176079
62475463,5411,160,521,2.77E-05,0.53170612,0.008633446,2.355911366,2.448255005
62475581,5411,65,177,7.24E-06,0.510240113,0.002636784,2.29965498,2.382648803
62475582,5411,160,272,6.38E-06,0.516009999,0.004740911,2.445137352,2.380586939
62475585,5411,4,223,4.04E-06,0.513017751,0.003843095,2.213253738,2.314447431
62475593,5411,15,376,1.55E-05,0.522478004,0.00619852,2.392152171,2.897567392
62475599,5411,60,221,3.58E-06,0.512896356,0.003601715,2.34141663,2.514150755
62475601,5411,60,375,1.95E-05,0.522478004,0.005878205,2.3558061,2.780147665
62475602,5411,31,190,8.31E-06,0.51096181,0.003191701,2.232631187,2.92072394
62475605,5411,31,103,1.73E-06,0.505775289,0.001627763,2.042620321,2.558403645
62475608,5411,31,550,6.57E-05,0.533669826,0.009154898,2.256023807,3.248884862
62475610,5411,60,645,5.55E-05,0.540052323,0.010191732,2.427422042,3.0766325
62475619,5411,60,531,5.76E-05,0.532489866,0.00811391,2.23088924,3.080469278
62475635,5411,31,217,7.45E-06,0.512653737,0.003440867,2.240690707,2.788226729
62475774,5411,31,681,0.000103865,0.542417417,0.01034577,2.252864588,3.171349385
62475831,5411,65,188,6.60E-06,0.510901591,0.002924291,2.236510933,2.217073278
62475852,5691,12,789,8.63E-05,0.549917544,0.013392654,2.308152764,3.05849379
62638458,5541,77,1556,0.000567945,0.609190556,0.022923777,2.281208544,3.341426007
62744508,7399,115,0,0,0,0,0,0
62744518,5411,96,353,9.53E-06,0.520971037,0.005945156,2.377156223,2.238380989
62744542,5411,42,358,1.77E-05,0.521284271,0.005449709,2.289832643,2.636654011
62744543,5411,100,572,4.01E-05,0.535185185,0.009534918,2.337018611,2.963756174
62744545,5411,17,382,1.69E-05,0.52291918,0.006806749,2.328352792,2.732645154
62744547,5411,31,310,1.60E-05,0.518354657,0.005479885,2.31174558,3.041339281
63022366,5541,65,529,4.09E-05,0.532359081,0.008281307,2.161766078,2.707880273
63022531,5541,31,839,0.000113545,0.553427805,0.013989162,2.291177583,3.340945674
63136463,5541,77,753,8.08E-05,0.547417603,0.012567265,2.29536955,3.149202353
63243418,5691,63,916,0.000136507,0.558994197,0.014055599,2.33393964,2.710395601
63285444,5411,82,820,0.000101631,0.55208864,0.013873781,2.425862201,3.063709107
63594503,5691,98,621,7.61E-05,0.538375559,0.009972856,2.35524915,2.970941115
63629583,5691,61,1026,0.000115291,0.566963118,0.017392056,2.371745494,2.708072071
63629584,5411,34,372,1.21E-05,0.522289157,0.006743058,2.32417766,2.583986005
63660530,5541,70,1198,0.000272318,0.580088318,0.019217773,2.292225361,3.3513253
63701476,5045,50,0,0,0,0,0,0
63728460,7011,34,1714,0.000477609,0.623023857,0.028396167,2.469516758,3.230709009
63728461,7011,34,1208,0.000186323,0.580787781,0.021017862,2.472297486,3.199441381
63728465,5541,77,1260,0.000342886,0.584862385,0.018872458,2.241156742,3.34908562
63728469,5621,123,964,0.00012216,0.562402698,0.016551221,2.378415012,3.042742083
63728490,5691,50,1011,0.000110617,0.565853022,0.016930355,2.421357011,2.678994242
63728491,5691,50,848,7.30E-05,0.55399361,0.014418672,2.412165518,2.576696473
63728492,5691,115,1233,0.00020592,0.582739616,0.021174757,2.412883866,2.998276947
63966555,5411,50,533,2.42E-05,0.532555283,0.009153104,2.385932579,2.456431352
64041393,5411,60,246,6.14E-06,0.514417942,0.003941277,2.398265234,2.708351314
64041395,5411,59,254,5.87E-06,0.514906759,0.005083936,2.329660553,2.684763729
64106531,5541,34,1476,0.000379858,0.60241801,0.023284285,2.401795639,3.295642738
64135412,5411,65,113,1.02E-06,0.506366079,0.001876163,2.245301545,1.855376214
64218431,5511,34,743,5.41E-05,0.546727204,0.013488284,2.399315494,3.063417946
64263538,5691,100,989,0.00016136,0.564232722,0.015481117,2.32776901,3.072364526
64263543,5411,96,553,4.89E-05,0.533998522,0.008675996,2.289939005,2.654196356
64263639,4722,50,0,0,0,0,0,0
64298531,5691,50,1653,0.000590792,0.617609346,0.024370863,2.350418239,2.915930533
64330523,5691,61,691,4.62E-05,0.543165017,0.011942596,2.423859474,2.582667741
64364415,5411,123,588,4.92E-05,0.536244433,0.010002302,2.431588149,2.65761882
64449566,5691,160,1155,0.000191021,0.576769558,0.018656725,2.386168059,2.821770396
64483668,5541,84,1534,0.000545477,0.607312973,0.022912775,2.282527201,3.366683558
64619481,5411,96,154,1.16E-06,0.508623724,0.002712507,2.240871777,2.041528401
64688528,5641,61,1538,0.000372622,0.607738679,0.024133237,2.431176178,2.905265676
64754355,5691,88,0,0,0,0,0,0
64786436,5411,2,1004,0.000168596,0.565336463,0.016077292,2.341335418,3.092185052
64958426,5691,2,702,5.17E-05,0.54391468,0.012405055,2.294597935,3.014603791
64958605,5541,82,1477,0.000438123,0.602501737,0.023555769,2.353627891,3.349830913
65048560,5541,82,1219,0.000278616,0.581644975,0.019765524,2.345607917,3.277917014
65207360,5411,63,897,8.25E-05,0.55755627,0.015032545,2.418304717,2.594622381
65287361,5541,77,1209,0.000294444,0.580865604,0.018793203,2.197670881,3.327820885
65287431,5691,12,1541,0.000480292,0.60799439,0.023626039,2.346910068,3.2394589
65326351,5691,2,827,0.000105963,0.552581262,0.013646643,2.358035541,3.182049082
65358513,5541,61,1853,0.000792796,0.635816955,0.027372677,2.348690722,3.116297102
65402850,5411,50,389,1.36E-05,0.523361101,0.006993865,2.513514606,2.420817232
65504591,5661,2,1187,0.000270315,0.579235703,0.018353542,2.342720195,3.245739417
65533546,5541,1,570,4.78E-05,0.535053073,0.009468787,2.097993724,3.31233684
65533571,5541,96,957,0.000146385,0.561965258,0.015053231,2.369828617,2.977556708
65723393,5661,31,619,6.28E-05,0.538308705,0.010368381,2.370356219,3.207726032
65775397,5541,59,1215,0.000245735,0.581332976,0.02041017,2.3811733,3.241665163
65879353,5661,63,594,4.40E-05,0.536709174,0.009591466,2.308884098,2.502180406
65879621,5999,115,594,7.74E-05,0.536642733,0.009973485,2.388935848,3.260012546
66190519,5541,38,728,0.000112446,0.54562618,0.011270093,2.116459773,3.162541891
66312363,5411,63,454,2.52E-05,0.527500608,0.007562151,2.374116212,2.527437128
66359423,5411,70,276,8.70E-06,0.516317294,0.004810073,2.4244848,2.41383646
66430606,5541,100,577,4.24E-05,0.53551575,0.009722066,2.240963287,3.11075529
66473572,5411,59,506,4.00E-05,0.530859662,0.0087795,2.298347746,2.96750536
66704358,5941,4,1051,0.000126086,0.568897638,0.017203141,2.413798746,2.660992589
66733398,8062,61,918,0.000116952,0.559066288,0.014973307,2.463196261,2.851947514
66749427,5691,86,1143,0.000240806,0.575773675,0.017981591,2.344131935,3.257281627
66919480,5541,86,1158,0.000236491,0.576923077,0.018378444,2.318968368,3.288255462
67040425,5691,81,0,0,0,0,0,0
67069517,5960,63,1909,0.00088124,0.641177341,0.028870043,2.380024025,3.389066584
67097501,5411,81,94,7.86E-07,0.504891684,0.001416248,2.125309368,2.058640185
67138433,5411,160,276,7.81E-06,0.516194332,0.004638146,2.354280873,2.370986488
67170395,5541,100,938,0.000132324,0.560512025,0.015011836,2.285999084,3.186455674
67170401,5541,63,839,9.47E-05,0.553498468,0.013755774,2.340603968,2.847177825
67326352,5541,87,830,0.000107207,0.552863155,0.014001574,2.364806629,3.063222458
67326531,5411,65,147,2.85E-06,0.508444757,0.002379957,2.08649348,2.108235092
67454416,5732,63,0,0,0,0,0,0
67486511,5411,50,693,6.97E-05,0.543369265,0.01142708,2.203281007,2.679054233
67545494,5411,63,554,4.08E-05,0.533998522,0.009543597,2.336698812,2.855117859
67613400,5411,63,543,3.04E-05,0.533210332,0.009066842,2.434532301,2.433021024
67768334,5541,70,1856,0.000858247,0.636003521,0.026842623,2.287711978,3.371317355
67768354,5691,63,1855,0.000758436,0.636096845,0.027426592,2.365891937,3.05849547
67768357,4814,115,0,0,0,0,0,0
67795351,8062,34,1185,0.000190075,0.579003606,0.019788383,2.430999135,3.154247656
67795352,8062,50,956,7.96E-05,0.561819596,0.015986228,2.419422702,2.528504853
67795573,5691,59,935,8.82E-05,0.560294688,0.016883671,2.464209452,2.950446142
67821501,5411,63,385,1.43E-05,0.523108483,0.006490134,2.354066349,2.161616876
67883465,5691,59,2359,0.001197596,0.686678283,0.035642792,2.440072312,3.259819441
67883489,5942,63,1611,0.000411012,0.613935703,0.025418766,2.459569838,2.952099937
67883490,5942,59,1938,0.00065362,0.643843755,0.030867013,2.467496191,3.215480331
67923375,5732,96,770,7.65E-05,0.548525876,0.012153874,2.434387271,2.73469048
67923411,5411,96,272,7.56E-06,0.516071429,0.004287474,2.269413909,2.371960505
67923417,5411,2,469,3.95E-05,0.52840078,0.007752444,2.263295035,2.993996513
67950360,5411,82,351,1.23E-05,0.520908435,0.005885967,2.304471573,2.665557376
67950419,5941,63,693,5.20E-05,0.543301166,0.011883799,2.424495259,2.659662475
67978463,5941,63,1016,0.000119115,0.566222571,0.016643913,2.408323998,2.731015908
68012455,5541,96,1216,0.000315497,0.581488934,0.018199592,2.330709257,3.042219746
68012514,5691,34,1258,0.000250406,0.584704613,0.020397962,2.397234241,3.135442864
68012519,5541,42,1085,0.00022341,0.571372084,0.016079535,2.285054184,3.188259807
68042500,5691,59,1065,0.000124054,0.569869857,0.019000877,2.461232148,2.977824927
68085382,5411,98,385,2.60E-05,0.523045367,0.006066848,2.289051449,2.860796909
68206390,4814,17,0,0,0,0,0,0
68282506,5732,115,2426,0.001530728,0.694044188,0.035330215,2.397428304,3.278033592
68312366,5411,88,197,2.65E-06,0.511323425,0.003188998,2.310929897,2.430203254
68312453,5812,33,730,5.26E-05,0.545832284,0.013292229,2.435514198,2.877067775
68357348,5411,123,167,2.71E-06,0.509700176,0.003352368,2.212471241,2.678836018
68357389,5541,87,413,1.89E-05,0.524818402,0.007172785,2.337217749,2.798082476
68401362,5945,115,1198,0.000186854,0.580088318,0.020342333,2.482523781,3.001057984
68434329,5941,63,959,0.000102822,0.562110996,0.016023465,2.493322185,2.715144044
68434392,5950,59,1034,0.000123037,0.567556952,0.018201799,2.530627915,2.920234978
68530363,5977,59,1183,0.000144458,0.578848979,0.021040477,2.445606331,3.023684996
68574334,5732,63,2293,0.001326389,0.679573601,0.033105739,2.364384999,3.19692372
68616484,5411,63,255,5.64E-06,0.514967926,0.004331487,2.312781547,2.27585572
68655329,5691,59,933,9.19E-05,0.56014989,0.017019795,2.36482227,2.967597819
68655332,5691,59,2156,0.000973563,0.665387567,0.032911151,2.386023762,3.270594128
68655457,5945,63,1073,0.000130778,0.570394737,0.017427211,2.499826655,2.694164902
68686346,8062,160,625,4.41E-05,0.538777032,0.010080663,2.367833416,2.485430416
68686347,8062,63,683,7.02E-05,0.542553191,0.010546206,2.387920535,2.602962756
68686514,5941,59,926,9.46E-05,0.559643687,0.016602691,2.424785774,2.990677565
68722408,5732,59,1476,0.000330293,0.60241801,0.024506255,2.479043678,3.150781925
68759469,5941,59,877,7.33E-05,0.556125722,0.016217403,2.493597352,3.000119156
68759470,5814,59,1359,0.000295582,0.592779981,0.02245527,2.396894713,3.226120953
68759471,5814,59,922,9.68E-05,0.559354839,0.01608221,2.364896877,2.956484363
68759483,5945,59,1588,0.000376478,0.611942405,0.026422439,2.454172009,3.157448096
68794463,5691,59,1087,0.000131665,0.571522742,0.0192717,2.508227247,3.029203387
68794475,5691,59,1653,0.000421956,0.617609346,0.027224709,2.427155462,3.161913856
68838473,5941,59,1316,0.000217377,0.589314845,0.022604004,2.443163575,3.118318724
68838532,5691,59,997,0.000100132,0.564820847,0.018234674,2.413413316,3.009860472
68878424,5712,70,3660,0.005850584,0.865096787,0.045481155,2.284706366,3.415441882
68878436,5691,50,902,7.21E-05,0.557915058,0.015046382,2.419602108,2.490701745
68878451,5691,59,726,4.54E-05,0.545557513,0.013767022,2.452533403,2.993096263
68913373,5812,59,1332,0.000234832,0.590599455,0.022805962,2.403984123,3.083169344
68913468,5661,59,1435,0.000326368,0.599005113,0.023830973,2.429746662,3.174192881
68913522,5691,59,808,5.84E-05,0.551246185,0.014999388,2.352275133,2.973727328
68992531,5691,59,1723,0.000483428,0.623920553,0.028145438,2.438430185,3.207700392
68992537,5691,96,1122,0.000230278,0.574324324,0.017198472,2.369426419,2.944531791
69027465,5411,121,217,4.45E-06,0.512653737,0.003703021,2.247416907,2.480068627
69067373,5661,59,890,8.81E-05,0.557054742,0.01628575,2.437269828,3.001482704
69067433,5411,77,347,1.39E-05,0.520658179,0.00614204,2.274356738,2.962118333
69067434,5411,77,373,1.72E-05,0.522352091,0.00623802,2.279198545,2.886819987
69067514,5691,59,889,7.10E-05,0.556983168,0.016278437,2.457978002,2.91541366
69145331,5691,34,782,5.68E-05,0.549429658,0.013796183,2.38386759,2.977521728
69185556,5912,59,869,8.18E-05,0.555555556,0.015832857,2.430828994,2.963124503
69248342,5960,63,792,0.000103843,0.550126904,0.013695417,2.337163507,3.324714777
69248457,5950,42,950,0.000144038,0.561383061,0.014917758,2.388304245,3.119196885
69312473,5691,42,1349,0.000421214,0.591970504,0.01912152,2.195245888,3.223924204
69392425,5541,61,1810,0.000754046,0.631924198,0.027312072,2.348729973,3.159618354
69392544,5814,86,636,5.06E-05,0.539380366,0.010348633,2.425789503,2.790827793
69425536,5691,63,796,6.47E-05,0.55047619,0.013266413,2.43407422,2.672614449
69478338,5411,38,346,1.76E-05,0.520595653,0.005693181,2.225442906,2.810687698
69478342,5411,70,482,2.26E-05,0.529239409,0.008595928,2.390114466,2.906124305
69478343,5411,123,528,3.46E-05,0.532293713,0.009190898,2.312872679,2.664460774
69478344,5411,84,476,3.28E-05,0.528916545,0.008376738,2.388913084,3.106563818
69478345,5411,123,521,3.62E-05,0.531836584,0.008860259,2.292789643,2.66019867
69486374,5691,34,836,7.75E-05,0.553215926,0.014377533,2.422606037,3.026806301
69486395,5691,63,1185,0.000193472,0.579003606,0.019479648,2.384972527,2.881593154
69667401,5732,42,1773,0.00083651,0.628351935,0.025031571,2.330139558,3.30893077
69667402,5732,42,857,0.000124791,0.554631525,0.013232794,2.412997844,3.085439385
69705495,5960,61,1424,0.000396445,0.598096026,0.023170041,2.396703657,3.286014266
69818453,5691,34,1388,0.000272118,0.595140033,0.022483968,2.415058495,3.164135656
69846423,5960,17,4283,0.011748161,0.988146797,0.049306072,2.192994612,3.436186912
69846426,5960,17,3492,0.005015205,0.837195829,0.044624139,2.302277163,3.4133239
69886521,5691,59,867,7.56E-05,0.555413197,0.015898352,2.523734963,3.0225618
69920360,5691,59,1727,0.00046783,0.624279954,0.028582488,2.465910824,3.205465267
69920471,5411,81,292,9.56E-06,0.517241379,0.005197965,2.23876427,2.65134131
70077447,5661,34,883,7.93E-05,0.556554115,0.015085073,2.408397223,2.969898657
70178404,5411,88,273,1.08E-05,0.516071429,0.004343126,2.304131472,2.665273246
70206492,5945,34,874,7.32E-05,0.555911772,0.01493961,2.441256798,2.92156174
70278463,5691,50,1033,0.000121188,0.567482655,0.017671042,2.429505541,2.827185332
70278467,5691,34,851,7.08E-05,0.554276947,0.014937832,2.402866941,3.001371333
70278495,5977,34,915,8.46E-05,0.558850071,0.016300883,2.450776373,3.071684549
70278498,5691,121,1255,0.000240452,0.584468114,0.020313242,2.393676169,3.092003265
70278537,5941,34,900,8.07E-05,0.557771487,0.015725479,2.360400607,3.002609176
70278544,5045,115,0,0,0,0,0,0
70278547,5045,123,0,0,0,0,0,0
70321475,8062,33,1052,0.000132257,0.568897638,0.018357439,2.392537331,2.960380739
70349422,5541,63,1253,0.000324549,0.584389323,0.01882475,2.350218028,3.011488077
70377477,5411,96,403,1.65E-05,0.524247188,0.006399519,2.285512406,2.394278955
70484377,5960,63,667,6.49E-05,0.54153654,0.012207438,2.498477824,3.241124736
70691476,5411,121,491,2.72E-05,0.529886322,0.008145998,2.355816309,2.78730814
70691477,5411,100,263,5.65E-06,0.515457788,0.004870765,2.368977955,2.825017401
70691478,5411,84,244,6.53E-06,0.514295883,0.004400377,2.394309497,2.849567069
70691480,5411,121,256,6.99E-06,0.515029108,0.004069505,2.17060206,2.521530075
70924381,8062,17,576,4.12E-05,0.535449605,0.010125647,2.382584081,2.75648086
71033474,5691,100,701,6.47E-05,0.543846443,0.011312153,2.341107556,2.990361459
71814466,5691,12,1092,0.00024128,0.571899736,0.017233366,2.274972315,3.267844433
71814485,5200,63,0,0,0,0,0,0
71852428,5411,12,347,1.96E-05,0.520720721,0.006132534,2.181821565,2.969911854
71852495,5541,42,580,5.15E-05,0.535648091,0.008820329,2.242993532,3.013843503
71930432,5411,121,141,1.54E-06,0.507908612,0.002283056,2.203727829,2.29972521
71930433,5411,88,320,1.62E-05,0.518975218,0.00514948,2.34602435,2.809956758
71930434,5411,121,405,2.48E-05,0.524310595,0.006498432,2.458349533,2.719123824
71930436,5411,88,478,3.68E-05,0.528981086,0.007238366,2.202842863,2.914405377
71930485,5691,160,1730,0.00061542,0.624549777,0.025918046,2.403884159,3.021443247
72030404,8931,115,0,0,0,0,0,0
72075514,5411,63,324,1.47E-05,0.519223859,0.005564076,2.297754654,2.786824149
72229414,5411,120,829,0.000112169,0.552722173,0.012673878,2.406911374,3.103881617
72308451,5411,123,318,1.39E-05,0.518913096,0.005412447,2.377770905,2.290187236
72349465,5541,77,1546,0.000489565,0.608335672,0.023559622,2.300180012,3.283163679
72349466,5541,61,1414,0.000382242,0.597354279,0.021892684,2.35168174,3.058082905
72418346,5411,9,297,1.22E-05,0.51761194,0.005237699,2.227037316,2.677988431
72504479,5411,60,403,1.72E-05,0.524247188,0.006424485,2.298072302,2.778104455
72572480,5691,2,1271,0.000268074,0.585731658,0.019926689,2.333893567,3.146684285
72611395,5200,61,0,0,0,0,0,0
72706383,5411,65,261,6.70E-06,0.515273981,0.004559979,2.228101237,2.461764347
72706386,5411,123,360,1.35E-05,0.52153513,0.00633398,2.224934955,2.353255984
72792425,5942,34,1152,0.000177971,0.576462766,0.018958342,2.460346903,3.04690297
72847370,5541,38,1017,0.000223758,0.566222571,0.015470018,2.256855557,3.166018226
72916434,5411,82,374,1.17E-05,0.52241504,0.00727135,2.410703851,2.882923244
72916501,5411,9,387,3.32E-05,0.523234762,0.006536065,2.134643834,3.140676675
72916531,5541,53,1012,0.000212828,0.565926893,0.015137542,2.162908184,3.271109826
72916534,5411,12,248,4.52E-06,0.514540059,0.00466028,2.530061994,2.675528643
72960377,5942,115,787,6.64E-05,0.54977806,0.014378554,2.375776706,2.900925159
73001645,5411,160,678,4.87E-05,0.542281711,0.011118919,2.399524366,2.536441685
73051366,5411,87,166,1.65E-06,0.509520451,0.002970732,2.488700779,2.266160894
73083441,5541,60,724,5.94E-05,0.545420232,0.011668846,2.369612321,3.09086834
73159361,5541,65,777,0.000131715,0.549081697,0.012837876,2.260556459,3.132208339
73159422,7538,88,660,3.99E-05,0.541063405,0.011654779,2.447413712,3.057300144
73159426,5541,160,2024,0.001021694,0.652272043,0.029937036,2.371293063,3.177343827
73159479,5541,17,1797,0.000672977,0.630545455,0.027737215,2.332720696,3.295107987
73210489,5691,4,974,9.64E-05,0.563133281,0.015950728,2.431345537,2.590879752
73210506,5541,160,1953,0.000892162,0.645377401,0.028517809,2.3814787,3.116642183
73210584,5541,1,1038,0.000211797,0.567854336,0.015819463,2.147440363,3.295523709
73210591,5541,98,455,4.12E-05,0.527500608,0.007454629,2.092865467,3.10271627
73210592,5541,38,714,9.05E-05,0.544666415,0.011362826,2.181861568,3.102320019
73269356,5541,33,530,2.41E-05,0.532424466,0.010141099,2.490437468,2.75030328
73269359,5541,12,1704,0.000616875,0.622219033,0.025944874,2.324346869,3.336626672
73269373,5691,61,1001,0.000109185,0.565189048,0.01670549,2.394742844,2.662444036
73269453,5541,87,476,2.57E-05,0.528852019,0.008695716,2.39164659,3.047731529
73387522,5691,160,1200,0.000306909,0.580243609,0.017956067,2.375109856,2.859507308
73387550,5541,131,359,2.00E-05,0.52140967,0.006241323,2.105771831,2.977412716
73419476,5541,141,400,1.99E-05,0.523993714,0.006655341,2.18303346,2.63741493
73419477,5411,65,158,2.51E-06,0.509041804,0.002643951,2.244453707,2.033204404
73459332,5541,4,1308,0.00033615,0.588754584,0.019665902,2.318343068,2.98652293
73459477,5691,81,1518,0.000449942,0.606039424,0.02356091,2.360633753,3.241984256
73459545,5960,115,1051,0.000235037,0.568822989,0.016868043,2.31731821,3.37222216
73495444,5691,81,840,0.000109424,0.553498468,0.013956889,2.365547208,3.040423834
73495472,4722,34,0,0,0,0,0,0
73553367,5411,61,297,8.10E-06,0.517550143,0.005328267,2.348345869,2.493525966
73553369,5691,50,1056,0.000156036,0.569121701,0.017601583,2.322216599,2.802655527
73585473,4722,115,0,0,0,0,0,0
73585511,5411,100,261,5.54E-06,0.515335235,0.004635689,2.509498245,2.524094717
73618498,5411,121,1722,0.000651748,0.623741007,0.025126196,2.379955031,3.23085071
73618499,5732,121,787,8.16E-05,0.54977806,0.012422652,2.423615021,2.903398156
73618529,5541,96,760,9.60E-05,0.547901921,0.01176327,2.322520431,2.761560155
73618563,5541,100,926,0.000123052,0.559643687,0.015095341,2.291944543,3.191302001
73700438,5691,115,1117,0.000146887,0.573792191,0.019402856,2.422455156,2.981622797
73700447,5045,81,0,0,0,0,0,0
73700457,5541,96,987,0.00018389,0.564232722,0.015052312,2.306304591,2.923950885
73758352,5541,50,1367,0.000314525,0.593429158,0.021858995,2.383800304,3.062520456
73758380,5411,121,407,1.70E-05,0.524374017,0.006693934,2.246409698,2.573169321
73758381,5411,121,300,1.03E-05,0.517735579,0.00468984,2.285478063,2.526873073
73758382,5411,88,251,9.74E-06,0.514723344,0.003811463,2.115931461,2.621636228
73758406,5411,53,637,5.73E-05,0.539447486,0.010953192,2.33377356,3.166549517
73824435,5411,100,536,3.85E-05,0.532817109,0.008808792,2.305084655,2.874534942
73901400,5045,82,0,0,0,0,0,0
73901405,5977,123,0,0,0,0,0,0
73901418,5411,63,515,3.04E-05,0.531445384,0.009037057,2.376903017,2.763662868
73901419,5411,38,113,1.49E-06,0.506425234,0.002048851,1.847833512,2.775416702
73933452,5411,61,347,1.86E-05,0.520658179,0.005575142,2.099971769,2.706018282
73959440,5541,100,542,4.41E-05,0.533210332,0.008981961,2.11481027,3.180165618
73996402,5411,60,223,8.91E-06,0.512957047,0.003240021,2.223954888,2.410609264
74032513,5661,77,924,0.000154024,0.559427023,0.014185513,2.166018633,3.223684615
74098533,5541,82,1573,0.00049847,0.610649387,0.024933398,2.341397142,3.33504453
74132356,5541,12,873,0.000116287,0.555840492,0.013965689,2.223446765,3.177445468
74132414,5541,65,601,5.66E-05,0.537174721,0.009228302,2.344396425,2.694720856
74132436,5411,2,259,9.29E-06,0.515212741,0.004276716,2.197290426,2.785240362
74132507,5541,123,1575,0.000586254,0.610907554,0.024245147,2.375549926,3.225752332
