UYEISYERI_ID_MASK,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,6m-rev-mean,6m-rev-std
102903393,29.08723,41.03332,64.65,70.78,322.56,141.4,111.58509166666666,110.49954633910936
102903417,29.22595,40.87658,2430.53,3689.83,2578.24,1797.75,1761.0754216666667,1469.4048642940672
102903453,29.03934,40.9798,651.1400000000001,736.72,645.05,999.7499999999997,517.1131899999999,395.0735482524282
102903455,29.10036979,41.01655751,351.15,338.43,1329.65,222.9,385.37448788333336,483.10308091417454
102903457,29.139888,41.002799,549.03,497.38999999999993,1005.63,1211.11,555.5504478333332,485.30865314180903
102974400,29.16448767,40.90920168,163.26,102.4,246.88,241.0,137.268948225,95.53833496807668
102974404,28.98721,41.06553,3022.0,2854.0,2877.0,3056.0,1979.8421233333331,1508.5053951608866
102974405,28.98721,41.06553,28480.080000000005,25753.4,32378.45,33296.65000000001,19996.438790000004,15698.66640790993
103004590,28.9913,41.05258,780.01,507.24999999999994,302.59000000000003,529.15,364.8406466666667,297.0360982235787
103060411,28.89215414,40.99291628,13407.700000000004,16595.34,16826.850000000002,20278.73,11196.417511736667,8914.992147321445
103060426,28.85737251,41.02407983,1217.59,107.46,1519.5,1019.6,655.6719087233333,673.1447513634321
103094477,28.91565,41.04289,26978.56000000001,19904.720000000005,23038.270000000004,28950.29,16490.29975666667,13125.123678459646
103094501,28.86629059,41.044075,437.31,470.00000000000006,618.24,642.4,372.97672759833335,273.8198446224319
103094529,28.87907,41.01052,1221.0800000000002,484.75,1350.8100000000002,665.8100000000001,632.0565983333333,565.6062488258962
103135396,28.80509801,41.09816882,1045.2500000000002,1303.37,1415.9500000000007,1569.09,900.593877805,692.0088939764634
103135463,28.33836,41.09258,254.06,383.41,558.6300000000001,486.17,291.9501566666667,224.0806802972531
103181394,29.00464,41.04357,757.34,383.67,635.7700000000001,1123.05,494.97970166666664,428.6508493652475
103212398,29.10329,40.989432,870.0,599.0,510.2,549.5,433.13212033333326,333.1251485666646
103212425,29.15575,41.00023,977.1399999999999,456.6,375.53,617.69,416.1859966666666,360.3099305568902
103212431,29.13,41.00398,613.17,702.99,932.55,2441.3100000000004,793.3589966666667,886.0965303311149
103212446,28.99069039,41.04547303,469.88000000000005,467.26,0.0,51.97,176.52436057,226.8832715903317
103212447,28.91432576,41.15953668,1685.0300000000004,1000.62,591.92,600.4100000000001,658.0089770733334,625.4763308134532
103212449,29271,40.86738,2576.1199999999994,1375.37,2373.5599999999995,1826.79,1370.3297299999997,1116.6638876275908
103212499,28.62567,40.99791,677.0,485.0499999999999,929.5499999999998,1534.4,615.9372633333334,572.4119230819674
103243385,28.7125,40.97443,516.9200000000001,706.52,147.5,346.03000000000003,297.77615499999996,275.0815473093645
103304616,28.73911,41.18628,4829.5,2012.37,3829.400000000001,2593.0300000000007,2222.3708983333336,1956.054191240641
103304617,28.63611,40.96613,4390.2300000000005,1879.5699999999997,3266.9100000000008,3541.080000000001,2191.2320400000003,1855.3901198490707
103304618,29.01788,41.02025,6056.250000000001,3023.610000000001,6565.709999999996,4430.31,3357.6530216666665,2860.6327205576727
103304620,29.44231488,40.79538628,1378.77,624.5899999999999,886.91,1028.69,664.8662835266666,545.1935268918471
103338344,28.79564,41.02912,33490.2,36939.65,36803.52999999999,39555.04,24476.374126666666,19029.857688754408
103338443,28.62599,41.00769,791.1300000000001,785.8200000000002,1083.0700000000002,1717.2700000000002,741.1539466666668,643.755026246034
103338465,28.96822,41.08606,5916.589999999999,8882.170000000004,9494.900000000003,4003.8400000000006,4727.925713333335,4146.460654821297
103338466,28.98533,41.05217,1841.39,0.0,275.11,115.57,383.68458333333336,720.9717528712032
103338482,28.97023,41.01643,345.65,363.39,275.73,412.97,244.62111000000002,168.27487359104165
103338490,29.16388,40.91907,2039.7,1009.1,975.0,4622.57,1452.7421583333332,1722.6261077490012
103410399,28.62639,41.01586,717.65,4678.219999999999,3954.26,6066.26,2581.005375,2640.8110770141293
103410514,29.09368,41.02543,4487.5,1075.15,3124.2899999999995,2622.95,1896.6681849999998,1808.4848234516905
103457366,28.6267,41.01651,843.5399999999998,800.45,836.61,763.23,552.245535,401.83760789175835
103494339,28.86797,41.03526,414.37,492.35,182.55,463.4,270.4288716666667,212.55666838269258
103494477,29.44427,40.79559,1436.04,2360.4700000000003,6025.7,791.6300000000001,1780.679976666667,2260.414661905628
