merchant_id,degree,betweenness,closeness,eigenvector, mcc_diversity, geo_diversity,Shopping,TrvlDest,TrnsHub,AutoSvc,Business,CommSvc,EduInst,Entrtn,FinInst,Hospital,MajHwys,MiscCategory,Parking,ParkRec,RailRds,Restaurant,SecHwys,POI_sum,POI_diversity
72308435,480,7.43E-05,0.519823276,0.002059517,2.237119005,3.073829355,66,0,0,7,2,3,1,0,1,0,0,0,1,0,0,11,37,129,1.334219179
72308451,330,3.42E-05,0.511556064,0.001893439,2.402950619,2.363117871,97,0,0,0,2,2,2,0,0,0,0,0,0,0,0,16,30,149,1.015334299
72349465,1599,0.000553118,0.545909646,0.013016055,2.309746469,3.319853304,3,0,0,1,3,0,0,0,7,0,0,0,0,0,0,2,55,71,0.854191647
72349466,1458,0.000506343,0.544513458,0.012535078,2.35188829,3.101156584,44,1,0,5,0,5,0,0,9,3,0,0,0,2,0,11,28,108,1.656812248
72418346,310,3.07E-05,0.512142039,0.001683701,2.239315536,2.739732869,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,11,21,1.210536763
72504479,412,4.88E-05,0.515448467,0.001995723,2.283937671,2.822551601,2,0,0,1,0,2,0,0,0,1,48,0,0,0,0,0,8,62,0.817041327
72572480,1301,0.000352027,0.540694159,0.010117241,2.342357787,3.18384157,107,1,0,9,2,0,0,2,3,0,0,0,0,3,0,22,53,202,1.310444062
72611395,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,30,40,0.72209311
72706383,275,2.21E-05,0.510446398,0.001127157,2.261613318,2.537621518,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,28,33,0.527299758
72706386,373,3.49E-05,0.512964663,0.002258008,2.261742386,2.422464107,140,0,0,0,3,2,3,0,0,0,0,0,0,0,0,21,42,211,0.98823253
72792425,1176,0.000246581,0.535064624,0.007775926,2.486293433,3.084344666,931,10,1,1,47,9,4,8,39,32,0,0,3,1,0,115,21,1222,0.989441879
72847370,1057,0.000295913,0.532261905,0.009118575,2.267864951,3.207234027,103,3,0,2,3,4,1,6,12,8,0,0,2,2,0,11,45,202,1.602552603
72916434,383,4.17E-05,0.516281755,0.001890034,2.422566545,2.926537871,38,0,0,2,0,1,0,1,0,0,0,2,0,0,0,7,15,66,1.231427669
72916501,399,9.66E-05,0.51994418,0.001483344,2.121110552,3.181223666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0.271189373
72916531,1044,0.000291914,0.531818722,0.007846027,2.157897993,3.307844978,10,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,20,38,1.331727538
72916534,253,1.84E-05,0.510388128,0.001092007,2.52396745,2.719767294,119,0,0,1,0,5,2,3,1,0,0,0,0,1,0,10,12,154,0.91818801
72960377,802,0.000155979,0.530304827,0.003795027,2.38949454,2.939616981,345,6,0,0,14,7,11,20,19,0,0,1,10,1,0,63,42,539,1.353532174
73001645,696,0.000117556,0.52569077,0.004216974,2.430386751,2.590894071,61,1,0,7,0,3,1,1,16,2,0,1,0,2,0,12,30,137,1.659620903
73051366,182,1.24E-05,0.507376305,0.000723176,2.549428975,2.364618314,30,0,0,0,0,1,1,0,2,4,0,6,0,1,0,1,34,80,1.386849036
73083441,750,0.000119587,0.52569077,0.004120423,2.358258746,3.134325473,6,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,20,32,1.127483235
73159361,820,0.000282106,0.530241935,0.005232099,2.268143762,3.173593514,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,13,0.271189373
73159422,683,9.94E-05,0.524457478,0.003961581,2.456890907,3.101638984,3,0,0,0,0,0,2,0,4,0,42,0,0,0,0,0,25,76,1.071768495
73159426,2102,0.00076613,0.550073819,0.026898674,2.38888512,3.218080617,11,0,0,2,6,0,0,0,3,0,18,0,0,0,0,1,45,86,1.37137009
73159479,1850,0.000749097,0.55388999,0.017317192,2.341003799,3.330720489,150,0,0,3,0,6,0,3,0,4,0,0,6,0,0,31,42,245,1.220976634
73210489,989,0.000128599,0.526557532,0.008585428,2.442879455,2.630164014,33,0,0,3,3,0,0,0,13,0,30,0,1,0,0,16,21,120,1.740382767
73210506,2023,0.000648195,0.545643154,0.028990789,2.399064851,3.159192194,88,1,0,1,1,2,2,2,14,0,0,0,1,1,1,14,86,214,1.370032111
73210584,1077,0.000296174,0.533341286,0.007769131,2.15342383,3.331899117,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0.63903186
73210591,472,9.49E-05,0.517297235,0.003140936,2.090059801,3.146038202,1,0,0,5,0,0,0,0,0,0,36,0,0,0,0,1,35,78,1.004259423
73210592,736,0.000156592,0.526,0.004262677,2.17324454,3.143951755,3,0,0,3,1,0,0,0,0,0,11,0,0,0,0,0,55,73,0.819612223
73269356,540,6.31E-05,0.520065139,0.002723808,2.501283536,2.791587795,23,2,0,1,4,3,4,2,13,0,0,4,10,0,0,18,66,150,1.812405814
73269359,1766,0.000784756,0.55554175,0.013529981,2.333287879,3.371556911,8,0,0,17,0,8,0,0,1,0,33,2,1,0,0,2,45,117,1.592149646
73269373,1018,0.000176305,0.530493593,0.007354364,2.40971737,2.702882347,20,0,0,0,1,1,3,0,4,0,0,2,0,0,0,12,40,83,1.43671998
73269453,502,7.97E-05,0.521642749,0.001694199,2.397136563,3.093641552,0,0,0,0,0,2,1,0,0,0,8,0,0,0,0,0,11,22,1.072920876
73387468,1907,0.000916191,0.555403727,0.017971183,2.295201223,3.371765799,35,1,0,1,1,5,1,0,6,10,28,1,0,0,0,6,24,119,1.866633119
73387522,1234,0.00033907,0.537186111,0.015035347,2.410379009,2.906849518,325,1,0,1,9,8,0,2,27,10,0,0,1,3,0,48,58,493,1.222471327
73387550,368,6.86E-05,0.517416966,0.001159432,2.10502186,3.019505238,38,20,0,0,0,5,0,1,3,1,0,0,0,0,0,16,20,104,1.627448486
73419476,412,6.56E-05,0.51699815,0.002027132,2.171407765,2.692288576,8,0,0,2,4,1,0,0,1,0,0,1,0,1,0,3,37,58,1.29377398
73419477,161,9.80E-06,0.505026545,0.000824008,2.237074535,2.087990973,37,0,0,5,0,2,0,0,0,2,4,0,0,2,0,6,26,84,1.492527755
73459332,1350,0.000423805,0.540563414,0.015326791,2.337505124,3.03219242,1,0,0,1,0,0,0,0,0,1,22,0,0,0,0,0,37,62,0.875410244
73459477,1559,0.000592218,0.550344658,0.011567057,2.380549983,3.27835505,167,0,1,1,0,1,4,3,6,4,15,1,3,3,0,36,24,269,1.385290875
73459545,1082,0.000507197,0.54597631,0.010428436,2.322334535,3.405625748,62,1,0,2,8,4,2,2,5,10,0,3,8,1,0,15,43,166,1.885610123
73495444,858,0.000230134,0.533214073,0.003948228,2.379096525,3.078463936,0,0,0,4,5,6,1,0,0,0,0,0,0,0,0,0,12,28,1.397854381
73495472,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,30,0,1,1,0,1,79,117,0.89236642
73553367,305,2.52E-05,0.511790293,0.001571477,2.368516305,2.549502709,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.636514168
73553369,1079,0.00026072,0.535577384,0.006094323,2.348070973,2.846031644,181,1,0,0,11,12,3,37,9,5,0,0,3,2,0,74,28,366,1.590255259
73585473,0,0,0,0,0,0,42,7,0,8,5,7,3,4,3,3,0,1,4,2,0,12,37,138,2.067147958
73585511,273,1.92E-05,0.509689922,0.001506829,2.501986962,2.593464525,163,1,0,0,0,5,0,3,3,4,0,0,0,0,0,14,37,230,0.998878923
73618498,1774,0.000532067,0.543983453,0.02483308,2.395423183,3.26849051,90,0,0,10,1,2,0,4,29,4,0,0,1,1,0,29,23,194,1.618863852
73618499,812,0.000115176,0.524765258,0.006129615,2.440760896,2.951479184,90,0,0,10,1,2,0,4,29,4,0,0,1,1,0,29,23,194,1.618863852
73618529,782,0.000159759,0.525628968,0.007042395,2.311891724,2.812060334,7,1,0,0,0,0,7,0,0,0,0,1,0,0,0,3,23,42,1.293504239
73618563,964,0.000228085,0.533787011,0.006305391,2.290233393,3.23159735,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16,18,0.425848449
73700438,1161,0.000250792,0.537444404,0.006387142,2.458302157,3.029830704,61,1,1,1,2,2,2,5,6,13,15,3,2,1,0,11,29,155,1.969905193
73700447,0,0,0,0,0,0,293,1,0,1,7,7,0,4,27,5,15,0,3,5,0,85,32,485,1.370528346
73700457,1039,0.000276059,0.533404915,0.009988839,2.335657077,2.976269545,15,0,0,1,0,1,1,0,3,3,0,0,1,1,0,7,19,52,1.705510288
73758352,1419,0.000423945,0.542794707,0.013421297,2.405643226,3.107425616,111,0,5,10,1,1,0,2,13,1,0,0,0,2,0,21,49,216,1.465176607
73758380,415,3.95E-05,0.51426271,0.001946558,2.24695672,2.618778315,99,0,0,1,0,1,1,0,2,0,0,0,1,0,0,10,26,141,0.948479604
73758381,308,3.02E-05,0.511263579,0.001404157,2.284155828,2.58169604,45,0,0,2,0,1,1,0,0,0,0,1,1,0,0,1,16,68,1.027632323
73758382,258,2.43E-05,0.509689922,0.001240454,2.129583059,2.675132586,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,79,0.763304977
73758406,657,0.000127952,0.525876264,0.003730285,2.322753489,3.206428503,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,60,62,0.142505867
73824435,551,9.93E-05,0.522740559,0.00249058,2.304775355,2.921234021,78,0,0,3,0,2,2,0,2,8,0,0,2,1,0,4,22,124,1.281185223
73901400,0,0,0,0,0,0,35,0,0,0,0,9,0,0,2,1,0,0,0,0,0,15,32,94,1.382413935
73901405,0,0,0,0,0,0,21,0,0,5,0,3,1,0,0,0,0,0,1,0,0,4,46,81,1.222342003
73901418,528,7.85E-05,0.520610154,0.003214206,2.371214173,2.811134317,5,0,0,0,0,2,0,0,3,0,0,1,2,0,0,1,70,84,0.72236106
73901419,121,8.26E-06,0.505426181,0.000394272,1.867041496,2.835391632,40,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,17,63,0.962151611
73933452,358,4.37E-05,0.513789933,0.002149197,2.092696874,2.760130185,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,8,0.73562194
73959440,565,0.000103019,0.521703617,0.004570564,2.090304459,3.220895156,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16,18,0.425848449
73996402,232,2.64E-05,0.509283517,0.000798007,2.243134669,2.481183663,25,0,0,0,0,2,1,1,2,0,0,0,0,0,0,4,19,54,1.308724743
74032513,946,0.000283875,0.534616764,0.005425874,2.165804271,3.259168252,20,0,0,3,6,0,0,0,2,0,0,0,1,0,0,2,17,51,1.482840246
74098533,1620,0.000732388,0.555334741,0.012175655,2.345715315,3.369579108,46,0,0,0,0,9,0,0,3,1,0,0,1,0,0,15,37,112,1.384453531
74132356,898,0.000190223,0.530241935,0.005950628,2.237132377,3.216136948,83,0,0,5,0,1,0,1,0,0,0,0,0,2,0,11,29,132,1.093213427
74132414,623,0.000113499,0.521521054,0.004011809,2.328696856,2.752313364,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,2,16,24,1.214136819
74132436,272,3.08E-05,0.511088249,0.00099602,2.232960747,2.844090464,164,0,0,2,0,1,2,0,10,3,0,0,2,0,0,13,49,246,1.070769742
74132507,1622,0.000635085,0.547715301,0.016320858,2.379346692,3.26344752,30,0,0,11,3,0,1,0,0,0,0,1,0,0,0,6,23,75,1.456481046
74132509,1656,0.000703298,0.554577028,0.012264124,2.340653498,3.380691363,86,0,0,0,0,1,3,0,4,3,0,0,1,0,0,5,44,147,1.114498899
74174330,1276,0.000395513,0.54299247,0.009983905,2.392115357,3.295275111,8,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,18,31,1.174357581
74201418,1140,0.000343377,0.537897016,0.00911851,2.427977537,3.113169577,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,32,37,0.576057284
74234335,913,0.000206842,0.535449102,0.005449797,2.412255336,3.163471567,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,10,24,1.143708389
74234374,966,0.000326657,0.539454633,0.004509544,2.324613788,3.350894792,18,0,0,0,0,1,0,3,0,0,0,0,0,0,0,6,22,50,1.230502619
74267489,818,0.000173997,0.528611965,0.006143572,2.209860936,3.260397859,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,20,0.967260443
74267517,184,1.42E-05,0.507433889,0.000787874,2.231585021,2.520394356,16,0,0,2,0,2,1,0,1,0,0,2,0,0,0,4,39,67,1.265224197
74267531,881,0.000286313,0.533404915,0.005652028,2.263247132,3.079692659,24,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,26,56,1.076375173
74316452,323,3.72E-05,0.513141283,0.001468644,2.258696842,2.997783963,44,0,0,15,1,6,1,0,0,2,0,0,3,1,0,6,18,97,1.633112696
74316505,516,8.64E-05,0.520246684,0.002966886,2.064292457,2.955876529,6,0,0,1,1,0,0,0,0,0,8,0,0,1,0,2,23,42,1.335556512
74353469,1490,0.00047451,0.543983453,0.020305832,2.331982397,3.370689798,36,0,0,8,2,3,0,0,6,0,0,0,0,0,0,2,39,96,1.383722142
74353489,1004,0.000294495,0.539910639,0.004706145,2.386262394,3.278873293,57,0,0,4,2,1,0,0,0,0,0,0,0,0,0,9,26,99,1.141878181
74353533,0,0,0,0,0,0,215,15,0,0,31,17,11,58,26,0,0,0,6,2,0,80,38,499,1.808905759
74390348,465,4.61E-05,0.515389049,0.003473085,2.424711007,2.619190723,73,0,0,1,0,5,1,0,1,1,0,1,0,1,0,6,17,107,1.119876382
74417400,551,4.96E-05,0.518497043,0.004067982,2.527360171,2.664265403,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0.500402424
74498345,1164,0.000324141,0.538350391,0.010057993,2.399197789,3.059694683,197,0,0,4,4,2,0,1,22,0,0,1,5,3,0,22,38,299,1.222701258
74498468,254,2.05E-05,0.508993625,0.000800456,2.190323594,2.672161808,77,0,0,0,1,4,0,2,9,0,0,0,0,1,0,16,38,148,1.32309603
74498549,173,1.11E-05,0.506628895,0.000671151,2.156042081,2.547654636,17,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,8,31,1.237342171
74498550,282,2.08E-05,0.510679612,0.001236479,2.234971274,2.491298963,42,0,0,2,2,3,6,0,12,1,0,2,4,0,0,15,30,119,1.810987926
74589463,165,6.82E-06,0.503377618,0.001013833,2.151614085,2.019443174,53,0,0,0,0,1,2,1,1,1,0,0,0,0,0,10,18,87,1.168617218
74646404,245,2.22E-05,0.508704062,0.000867847,2.280750452,2.268685458,9,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,12,29,1.352298751
74646465,373,3.95E-05,0.514144434,0.00207961,2.337061817,2.794029118,37,0,0,0,0,1,2,0,0,2,0,0,0,1,0,3,12,58,1.138179767
74718382,3,3.71E-09,0.34842581,3.76E-07,0,0.636514168,76,2,0,0,0,4,6,3,14,6,0,0,1,2,0,13,36,163,1.648668749
74718529,386,4.40E-05,0.515270255,0.00182575,2.276122762,2.717741179,14,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,22,41,1.120010336
74761439,1337,0.00038535,0.54220228,0.012586646,2.39445743,3.295556498,35,0,0,8,2,2,5,4,0,2,20,0,0,1,0,8,70,157,1.662813899
74921385,1031,0.000254015,0.533659585,0.009048273,2.267705579,3.350914147,3,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,47,55,0.632077394
74957429,376,4.67E-05,0.514677104,0.001715377,2.242511066,2.995795814,48,0,0,6,1,1,1,3,0,0,0,0,2,3,0,7,18,90,1.497651491
75073401,169,1.31E-05,0.506456729,0.000629362,2.09864443,2.266344372,48,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,40,100,1.10255988
75073464,533,7.05E-05,0.519400558,0.003192726,2.321315669,2.597475127,40,0,0,10,0,0,3,0,0,0,0,0,0,0,0,5,20,78,1.25621266
75073552,1161,0.000282049,0.535769922,0.007266648,2.411514018,2.872430171,381,0,0,2,20,7,1,9,44,2,0,0,5,2,0,53,34,560,1.209097953
75073555,2168,0.000827032,0.551839052,0.034703219,2.371385788,3.210070695,27,1,4,3,6,0,0,1,17,3,24,0,0,1,0,12,28,127,2.014001825
75073557,2559,0.001200034,0.557689909,0.03770323,2.371083043,3.309265854,5,0,0,1,0,0,1,1,5,0,14,2,1,1,0,1,49,81,1.368193961
75073560,1307,0.000369391,0.541873712,0.01009638,2.369422054,2.975867215,76,4,0,0,1,1,1,1,2,2,0,0,0,1,1,9,23,122,1.28480065
75106410,788,8.97E-05,0.522679448,0.006434935,2.403679036,2.940035137,90,0,0,10,1,2,0,4,29,4,0,0,1,1,0,29,23,194,1.618863852
75170407,414,6.82E-05,0.517836461,0.001730773,2.372684525,2.802677752,56,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,8,71,0.775350237
75170409,833,0.000120532,0.527427156,0.005254561,2.454303436,2.668250136,40,0,4,20,3,0,0,0,6,2,31,0,1,0,0,13,81,201,1.700339656
75170521,797,0.000129373,0.526185713,0.004173446,2.384878126,2.977067825,9,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,12,27,1.28561345
75214556,661,8.44E-05,0.520852749,0.003908153,2.340286418,2.835359423,145,1,0,8,4,2,0,5,32,5,0,0,1,1,0,41,29,274,1.517874973
75261411,1240,0.00042143,0.536219717,0.011369243,2.41190721,3.123838099,145,1,0,8,4,2,0,5,32,5,0,0,1,1,0,41,29,274,1.517874973
75261475,1061,0.000217541,0.532008567,0.010256803,2.374618655,3.104008802,145,1,0,8,4,2,0,5,32,5,0,0,1,1,0,41,29,274,1.517874973
75298426,1544,0.000516707,0.548521654,0.015996131,2.391999712,3.271161755,30,0,0,1,0,4,0,0,4,3,0,2,1,3,0,17,32,97,1.686335513
75298456,942,0.000166965,0.528362089,0.006604341,2.368355672,2.974581122,90,0,0,10,1,2,0,4,29,4,0,0,1,1,0,29,23,194,1.618863852
75298470,254,2.28E-05,0.509806157,0.00114015,2.281226564,2.777998619,322,1,0,0,2,6,1,1,9,3,0,0,0,1,0,26,35,407,0.839867242
75402355,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0.803314976
75402375,617,9.87E-05,0.523291199,0.002874808,2.395742812,3.068126362,90,0,0,10,1,2,0,4,29,4,0,0,1,1,0,29,23,194,1.618863852
75477364,802,0.000136639,0.526433533,0.004357504,2.415020506,2.951127437,90,0,0,10,1,2,0,4,29,4,0,0,1,1,0,29,23,194,1.618863852
75561498,3638,0.001921957,0.559644511,0.082301212,2.311561662,3.45030615,29,1,2,7,6,0,1,1,9,1,0,1,0,0,0,19,51,128,1.729746902
75561800,0,0,0,0,0,0,4,0,0,0,6,0,0,0,1,0,28,1,0,0,0,1,16,57,1.342018284
75626428,1030,0.000205525,0.532261905,0.007720726,2.464480311,3.177910696,62,0,0,2,1,0,0,0,6,0,27,0,1,0,0,7,10,116,1.360021222
75663400,931,0.000149346,0.530053349,0.004582846,2.349388925,2.982515738,366,6,0,0,14,5,0,7,30,6,0,0,5,3,0,69,42,553,1.246651496
75747330,313,2.85E-05,0.511263579,0.001747526,2.240815214,2.590666405,135,0,0,0,3,3,1,0,0,0,0,1,0,0,0,20,46,209,1.01297579
75787542,247,1.92E-05,0.509051577,0.001411564,2.209619659,2.898221021,71,0,0,6,0,1,2,0,0,3,0,0,0,0,0,9,40,132,1.205429508
75821547,892,0.000218483,0.528611965,0.008414121,2.315394271,2.979167385,19,0,0,1,0,1,1,0,0,3,0,1,0,1,2,4,65,98,1.141020317
75854553,1382,0.0002582,0.533595894,0.012604782,2.40393087,2.796427518,41,1,0,5,4,6,0,3,2,1,0,2,5,4,0,14,48,136,1.831591487
75854554,1888,0.000599024,0.546844423,0.017744645,2.398817803,3.051317816,41,1,0,5,4,6,0,3,2,1,0,2,5,4,0,14,48,136,1.831591487
75854556,1445,0.000319529,0.538609806,0.013043252,2.407548157,2.912335935,4,0,0,0,2,0,0,0,8,0,0,1,0,1,0,1,11,28,1.548495505
75854565,1612,0.000442493,0.546777547,0.015500269,2.44777004,3.182808547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75854566,1300,0.000271973,0.536284035,0.009403793,2.476911437,3.048696148,232,2,3,1,4,3,0,2,11,1,21,1,5,1,0,63,39,389,1.385666976
75854568,1455,0.000285577,0.536734694,0.013880154,2.445472074,3.191529084,996,5,1,2,28,5,2,7,24,43,0,1,2,1,0,112,21,1250,0.863922534
75854570,1978,0.000791872,0.555403727,0.014842828,2.400538022,3.25296438,231,51,0,0,27,23,16,98,14,2,0,0,3,5,0,163,20,653,1.807173079
75854572,2035,0.000688279,0.551770949,0.021279784,2.425613122,3.271995278,392,2,0,0,16,1,1,0,0,0,0,0,7,0,0,15,37,471,0.689192612
75854573,939,0.000181285,0.532261905,0.004904185,2.348815451,3.118156325,158,3,0,4,1,6,2,1,15,3,0,0,3,1,0,36,38,271,1.412763606
75854576,1655,0.000543748,0.548588957,0.012418978,2.41172564,3.262811585,239,1,0,1,0,3,1,4,18,4,0,0,3,1,0,31,48,354,1.14936821
75854581,1892,0.00068103,0.551770949,0.01551451,2.422258023,3.198939424,6,0,0,4,0,1,0,0,2,0,0,1,0,1,0,3,32,50,1.274394718
75854585,1268,0.000282597,0.537444404,0.008716891,2.42617377,3.150888835,196,1,0,1,0,0,0,2,3,9,0,0,2,0,0,60,31,305,1.089268508
75854586,1608,0.000405591,0.542794707,0.015605812,2.433213356,3.025853554,129,1,0,5,2,2,7,1,2,3,0,1,5,0,0,25,23,206,1.363436689
75854589,1472,0.00023906,0.533277672,0.017741027,2.446984855,2.863119612,59,0,0,0,0,0,0,2,6,3,0,2,0,0,1,8,10,91,1.246518025
75854590,1421,0.000286449,0.536284035,0.015944375,2.455152315,2.840403751,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,26,60,0.684231765
75854591,1252,0.000251583,0.536091127,0.008605389,2.403375594,3.024199057,469,6,0,0,23,5,2,7,37,7,0,0,5,2,0,75,47,685,1.198058487
75946611,0,0,0,0,0,0,83,2,0,3,19,7,1,4,28,6,32,0,4,0,0,48,69,306,1.981660927
76027489,2614,0.00091036,0.549803246,0.044074455,2.469977463,3.365141377,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,31,39,0.584716149
76027504,1249,0.000294853,0.537897016,0.008869836,2.433719324,3.05056388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
76027579,456,6.98E-05,0.51843692,0.002433039,2.231119056,2.927824041,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,11,52,0.811308187
76027627,311,3.99E-05,0.512964663,0.001265652,2.354899578,2.85383061,138,0,0,1,1,3,1,0,0,2,0,0,0,0,0,6,22,174,0.771718342
76027629,206,1.40E-05,0.507895036,0.001025894,2.207459311,2.804122626,85,0,0,0,0,2,6,1,0,1,0,0,0,0,0,7,0,102,0.670231842
76068454,618,7.43E-05,0.520852749,0.004575953,2.454443049,2.437590915,93,0,0,0,0,0,1,1,0,1,0,0,0,3,0,10,15,124,0.880973552
76068495,3391,0.001855306,0.559504442,0.082481208,2.364116832,3.425186191,138,0,6,0,17,4,1,2,32,7,40,1,2,0,0,53,81,384,1.821345913
76127530,196,1.37E-05,0.507895036,0.000757336,2.291152165,2.431926424,60,0,0,0,0,2,0,0,2,1,0,0,0,0,0,9,21,95,1.057632104
76204542,1584,0.001370159,0.565591398,0.009345501,2.320263401,3.416092335,50,2,0,6,15,9,4,5,24,3,48,1,4,0,0,36,84,291,2.051833953
76204543,763,0.000249888,0.534297323,0.007816267,2.324269872,3.413505378,78,1,2,1,4,3,1,0,17,4,28,0,6,0,0,41,60,246,1.823503028
76284429,705,0.000107047,0.524272983,0.003589269,2.511109387,2.901635898,90,0,0,10,1,2,0,4,29,4,0,0,1,1,0,29,23,194,1.618863852
76369355,613,8.12E-05,0.521095571,0.004313358,2.35501006,2.94672697,18,0,0,0,0,1,1,0,0,0,12,0,0,0,0,3,36,71,1.246509594
76404372,3902,0.001733255,0.546710687,0.080627878,2.287545035,3.458584112,40,0,0,3,7,2,0,0,2,2,0,1,4,2,0,5,28,96,1.679851766
76438337,405,4.46E-05,0.515092166,0.001740288,2.424436267,2.768324325,10,0,0,0,0,0,2,0,2,0,0,2,0,1,0,1,7,25,1.586631623
76610645,685,0.000103785,0.523229959,0.005841022,2.375505072,3.04734557,35,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,7,50,0.923991413
76610648,324,2.18E-05,0.511205122,0.001653915,2.39441641,2.698872748,70,0,0,2,0,3,0,0,0,2,0,0,2,0,0,8,46,133,1.148977523
76654492,1101,0.000360271,0.54017156,0.006289037,2.351632056,3.209323884,60,0,0,1,2,1,0,1,14,2,0,0,0,0,0,10,26,117,1.402204482
76654534,159,1.49E-05,0.506399366,0.000485953,2.179706642,2.878065415,27,0,0,1,0,2,4,0,2,1,0,0,0,0,0,8,23,68,1.483371516
76654535,178,1.39E-05,0.50720363,0.000635962,2.134434797,2.848788559,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,11,1.033562054
76763495,1048,0.000228745,0.535449102,0.005302033,2.428433406,3.154623657,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,7,0.598269589
76763496,1527,0.000446251,0.543322396,0.010315623,2.413097302,3.19682456,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,38,41,0.30833869
76801501,212,1.62E-05,0.508704062,0.000996048,2.230543383,2.939207283,2,0,0,15,4,0,0,0,0,0,0,0,0,0,0,2,29,52,1.132203368
76836387,482,8.26E-05,0.520852749,0.00171933,2.281838628,3.161338336,8,0,0,0,0,0,4,0,4,1,0,4,0,0,0,1,32,54,1.319083796
76836477,270,1.99E-05,0.508935686,0.001195664,2.516078036,2.647116949,19,0,0,3,0,0,1,0,1,1,43,0,0,0,0,5,38,111,1.400996453
76836480,69,4.15E-06,0.502303112,0.000186247,2.292779001,2.744795973,0,0,0,0,0,2,0,0,0,0,6,0,0,0,3,0,0,11,0.994923633
76836482,269,1.20E-05,0.506456729,0.001891532,2.404913809,2.399854154,11,1,0,0,1,2,1,0,2,0,0,0,1,1,0,2,46,68,1.180489539
76836496,1436,0.000434124,0.545044496,0.008285988,2.397287766,3.190647495,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
76836503,417,3.71E-05,0.513967123,0.002606425,2.316687273,2.720066368,85,1,0,1,1,0,0,1,14,4,0,0,0,2,0,27,52,188,1.428165899
76836514,397,8.16E-05,0.516639704,0.001694879,2.265947913,2.910249999,58,0,0,10,2,5,2,0,0,2,0,0,0,2,0,7,23,111,1.485551367
76936415,1069,0.000242423,0.536863593,0.004832005,2.425618071,3.183417687,0,0,19,1,0,1,0,0,0,0,0,0,0,0,0,0,9,30,0.877218655
76936432,564,9.30E-05,0.520186155,0.003400037,2.055132043,3.168489843,46,0,0,1,2,4,7,2,0,0,0,0,0,0,0,7,28,97,1.43058996
76936434,349,3.77E-05,0.514026213,0.001799066,2.257666374,2.829187664,61,0,0,8,0,2,0,6,2,0,0,0,1,1,0,11,31,123,1.448343421
76936435,386,5.02E-05,0.516401016,0.00153477,2.194741653,3.01872143,112,0,0,1,0,4,2,0,5,0,0,0,0,1,0,17,53,195,1.15997067
76972554,845,0.000202664,0.532008567,0.004403112,2.36775084,3.172374288,211,4,0,0,0,6,1,2,7,6,0,0,3,1,0,32,31,304,1.138248058
77005590,1763,0.000727152,0.551839052,0.017409097,2.348367343,3.22667225,15,0,0,1,0,3,2,0,7,0,0,0,0,0,0,5,53,86,1.228801758
